INTERVAL_START,split,logid,acdcalls,acdtime,holdtime,acwtime
20250623T0800,44,30128,8,615,90,216
20250623T0800,44,30143,7,538,79,189
20250623T0800,44,30157,5,384,56,135
20250623T0800,13,30201,6,309,63,180
20250623T0800,13,30215,5,253,52,147
20250623T0830,44,30128,15,623,83,224
20250623T0830,44,30143,13,545,73,196
20250623T0830,44,30157,10,390,52,140
20250623T0830,13,30201,11,761,69,257
20250623T0830,13,30215,9,622,57,210
20250623T0900,44,30128,22,1351,152,767
20250623T0900,44,30143,19,1182,133,671
20250623T0900,44,30157,14,844,95,479
20250623T0900,13,30201,12,587,118,215
20250623T0900,13,30215,9,480,97,176
20250623T0930,44,30128,24,1731,314,811
20250623T0930,44,30143,21,1515,274,709
20250623T0930,44,30157,15,1082,196,507
20250623T0930,13,30201,13,948,119,262
20250623T0930,13,30215,10,775,98,215
20250623T1000,44,30128,22,1309,150,702
20250623T1000,44,30143,20,1145,131,615
20250623T1000,44,30157,14,818,94,439
20250623T1000,13,30201,12,660,60,327
20250623T1000,13,30215,9,540,49,268
20250623T1030,44,30128,21,939,81,458
20250623T1030,44,30143,18,822,71,401
20250623T1030,44,30157,13,587,51,286
20250623T1030,13,30201,12,553,89,297
20250623T1030,13,30215,10,452,73,243
20250623T1100,44,30128,24,1396,221,579
20250623T1100,44,30143,21,1221,194,507
20250623T1100,44,30157,15,872,138,362
20250623T1100,13,30201,12,708,131,223
20250623T1100,13,30215,9,579,108,183
20250623T1130,44,30128,25,1961,66,628
20250623T1130,44,30143,22,1716,57,550
20250623T1130,44,30157,16,1226,41,392
20250623T1130,13,30201,9,562,45,283
20250623T1130,13,30215,8,459,37,231
20250623T1200,44,30128,19,857,191,521
20250623T1200,44,30143,16,750,167,456
20250623T1200,44,30157,12,536,120,326
20250623T1200,13,30201,10,604,90,184
20250623T1200,13,30215,8,495,74,150
20250623T1230,44,30128,16,860,138,292
20250623T1230,44,30143,14,753,121,255
20250623T1230,44,30157,10,538,86,182
20250623T1230,13,30201,7,434,33,138
20250623T1230,13,30215,5,355,27,113
20250623T1300,44,30128,20,1750,293,506
20250623T1300,44,30143,18,1531,257,443
20250623T1300,44,30157,12,1094,183,316
20250623T1300,13,30201,10,611,109,273
20250623T1300,13,30215,9,500,89,224
20250623T1330,44,30128,21,1487,180,412
20250623T1330,44,30143,19,1301,157,361
20250623T1330,44,30157,13,930,112,258
20250623T1330,13,30201,12,804,83,241
20250623T1330,13,30215,9,657,68,198
20250623T1400,44,30128,25,1300,180,488
20250623T1400,44,30143,22,1138,157,427
20250623T1400,44,30157,16,813,112,305
20250623T1400,13,30201,14,821,94,305
20250623T1400,13,30215,11,672,77,249
20250623T1430,44,30128,21,1310,100,537
20250623T1430,44,30143,18,1146,88,470
20250623T1430,44,30157,13,819,63,336
20250623T1430,13,30201,13,694,112,310
20250623T1430,13,30215,10,568,91,254
20250623T1500,44,30128,18,1027,190,574
20250623T1500,44,30143,16,899,166,502
20250623T1500,44,30157,12,642,119,359
20250623T1500,13,30201,12,780,84,371
20250623T1500,13,30215,9,638,68,304
20250623T1530,44,30128,16,888,150,397
20250623T1530,44,30143,14,777,132,347
20250623T1530,44,30157,10,555,94,248
20250623T1530,13,30201,13,821,75,221
20250623T1530,13,30215,10,672,62,180
20250623T1600,44,30128,16,797,69,414
20250623T1600,44,30143,14,698,61,362
20250623T1600,44,30157,10,498,43,259
20250623T1600,13,30201,10,537,58,282
20250623T1600,13,30215,9,439,48,231
20250623T1630,44,30128,9,539,78,294
20250623T1630,44,30143,8,472,68,258
20250623T1630,44,30157,6,337,49,184
20250623T1630,13,30201,9,734,52,217
20250623T1630,13,30215,8,600,43,177
20250623T1700,44,30128,8,404,73,242
20250623T1700,44,30143,7,354,64,212
20250623T1700,44,30157,5,252,46,152
20250623T1700,13,30201,7,404,74,182
20250623T1700,13,30215,5,330,60,148
20250623T1730,44,30128,4,190,42,83
20250623T1730,44,30143,4,167,37,72
20250623T1730,44,30157,3,119,26,52
20250623T1730,13,30201,4,257,26,101
20250623T1730,13,30215,3,210,22,82
