INTERVAL_START,split,acdcalls,acceptable,abncalls,slvlabns,acdtime,holdtime,acwtime,anstime,contactsactive
20250623T0800,44,21,19,0,0,1538,225,541,161,0
20250623T0800,13,11,10,0,0,562,115,327,90,0
20250623T0830,44,38,35,0,0,1558,208,560,317,0
20250623T0830,13,20,18,0,0,1383,126,467,163,0
20250623T0900,44,54,49,0,0,3377,381,1917,346,0
20250623T0900,13,21,19,1,1,1067,215,391,174,0
20250623T0930,44,60,54,1,1,4328,784,2027,498,0
20250623T0930,13,23,21,0,0,1723,217,477,194,0
20250623T1000,44,56,51,0,0,3272,375,1756,374,0
20250623T1000,13,21,19,1,1,1200,109,595,201,0
20250623T1030,44,52,47,0,0,2348,203,1146,345,0
20250623T1030,13,22,20,0,0,1005,162,540,188,0
20250623T1100,44,59,54,1,1,3489,553,1448,372,0
20250623T1100,13,21,19,0,0,1287,239,406,189,0
20250623T1130,44,62,56,1,1,4902,164,1570,509,0
20250623T1130,13,17,16,0,0,1021,82,514,161,0
20250623T1200,44,47,43,0,0,2142,478,1303,381,0
20250623T1200,13,18,17,0,0,1099,164,334,153,0
20250623T1230,44,41,37,0,0,2151,345,730,313,0
20250623T1230,13,12,11,1,1,789,60,251,108,0
20250623T1300,44,50,45,1,1,4375,733,1266,374,0
20250623T1300,13,19,18,0,0,1111,198,497,69,0
20250623T1330,44,53,48,0,0,3718,449,1031,248,0
20250623T1330,13,21,19,0,0,1461,151,439,186,0
20250623T1400,44,62,56,0,0,3251,449,1220,416,0
20250623T1400,13,25,23,0,0,1493,171,554,129,0
20250623T1430,44,52,47,0,0,3275,251,1342,450,0
20250623T1430,13,23,21,0,0,1262,203,564,249,0
20250623T1500,44,46,42,0,0,2568,475,1435,459,0
20250623T1500,13,21,19,1,1,1418,152,675,173,0
20250623T1530,44,39,36,2,1,2219,376,992,222,0
20250623T1530,13,23,21,1,1,1493,137,401,199,0
20250623T1600,44,39,36,2,1,1993,173,1035,375,0
20250623T1600,13,19,18,0,0,976,106,513,117,0
20250623T1630,44,22,20,1,1,1348,195,736,210,0
20250623T1630,13,17,16,0,0,1334,95,394,157,0
20250623T1700,44,21,19,1,1,1010,183,606,218,0
20250623T1700,13,12,11,0,0,734,134,330,98,0
20250623T1730,44,11,10,0,0,476,106,207,110,0
20250623T1730,13,7,7,0,0,467,48,183,71,0
