INTERVAL_START,logid,da_acdcalls,da_acdtime,i_availtime,ti_auxtime,o_acdcalls,o_acdtime,i_stafftime
20250623T0800,30128,8,615,1083,102,0,0,1800
20250623T0800,30143,7,538,1197,65,0,0,1800
20250623T0800,30157,5,384,1305,111,0,0,1800
20250623T0800,30201,6,309,1407,84,0,0,1800
20250623T0800,30215,5,253,1439,108,0,0,1800
20250623T0830,30128,15,623,1079,98,0,0,1800
20250623T0830,30143,13,545,1126,129,0,0,1800
20250623T0830,30157,10,390,1291,119,0,0,1800
20250623T0830,30201,11,761,889,150,0,0,1800
20250623T0830,30215,9,622,1090,88,0,0,1800
20250623T0900,30128,22,1351,377,72,0,0,1800
20250623T0900,30143,19,1182,519,99,0,0,1800
20250623T0900,30157,14,844,867,89,0,0,1800
20250623T0900,30201,12,587,1096,117,0,0,1800
20250623T0900,30215,9,480,1215,105,0,0,1800
20250623T0930,30128,24,1731,0,89,0,0,1800
20250623T0930,30143,21,1515,188,97,0,0,1800
20250623T0930,30157,15,1082,605,113,0,0,1800
20250623T0930,30201,13,948,747,105,0,0,1800
20250623T0930,30215,10,775,930,95,0,0,1800
20250623T1000,30128,22,1309,401,90,0,0,1800
20250623T1000,30143,20,1145,587,68,0,0,1800
20250623T1000,30157,14,818,872,110,0,0,1800
20250623T1000,30201,12,660,1044,96,0,0,1800
20250623T1000,30215,9,540,1188,72,0,0,1800
20250623T1030,30128,21,939,753,108,0,0,1800
20250623T1030,30143,18,822,925,53,0,0,1800
20250623T1030,30157,13,587,1108,105,0,0,1800
20250623T1030,30201,12,553,1179,68,0,0,1800
20250623T1030,30215,10,452,1254,94,0,0,1800
20250623T1100,30128,24,1396,296,108,0,0,1800
20250623T1100,30143,21,1221,524,55,0,0,1800
20250623T1100,30157,15,872,859,69,0,0,1800
20250623T1100,30201,12,708,974,118,0,0,1800
20250623T1100,30215,9,579,1144,77,0,0,1800
20250623T1130,30128,25,1961,0,87,0,0,1800
20250623T1130,30143,22,1716,0,105,0,0,1800
20250623T1130,30157,16,1226,498,76,0,0,1800
20250623T1130,30201,9,562,1100,138,0,0,1800
20250623T1130,30215,8,459,1275,66,0,0,1800
20250623T1200,30128,19,857,840,103,0,0,1800
20250623T1200,30143,16,750,968,82,0,0,1800
20250623T1200,30157,12,536,1176,88,0,0,1800
20250623T1200,30201,10,604,1129,67,0,0,1800
20250623T1200,30215,8,495,1180,125,0,0,1800
20250623T1230,30128,16,860,844,96,0,0,1800
20250623T1230,30143,14,753,966,81,0,0,1800
20250623T1230,30157,10,538,1156,106,0,0,1800
20250623T1230,30201,7,434,1299,67,0,0,1800
20250623T1230,30215,5,355,1364,81,0,0,1800
20250623T1300,30128,20,1750,0,51,0,0,1800
20250623T1300,30143,18,1531,181,88,0,0,1800
20250623T1300,30157,12,1094,621,85,0,0,1800
20250623T1300,30201,10,611,1105,84,0,0,1800
20250623T1300,30215,9,500,1226,74,0,0,1800
20250623T1330,30128,21,1487,253,60,0,0,1800
20250623T1330,30143,19,1301,376,123,0,0,1800
20250623T1330,30157,13,930,768,102,0,0,1800
20250623T1330,30201,12,804,918,78,0,0,1800
20250623T1330,30215,9,657,1067,76,0,0,1800
20250623T1400,30128,25,1300,383,117,0,0,1800
20250623T1400,30143,22,1138,596,66,0,0,1800
20250623T1400,30157,16,813,894,93,0,0,1800
20250623T1400,30201,14,821,882,97,0,0,1800
20250623T1400,30215,11,672,1051,77,0,0,1800
20250623T1430,30128,21,1310,358,132,0,0,1800
20250623T1430,30143,18,1146,577,77,0,0,1800
20250623T1430,30157,13,819,900,81,0,0,1800
20250623T1430,30201,13,694,1012,94,0,0,1800
20250623T1430,30215,10,568,1191,41,0,0,1800
20250623T1500,30128,18,1027,679,94,0,0,1800
20250623T1500,30143,16,899,814,87,0,0,1800
20250623T1500,30157,12,642,1061,97,0,0,1800
20250623T1500,30201,12,780,956,64,0,0,1800
20250623T1500,30215,9,638,1087,75,0,0,1800
20250623T1530,30128,16,888,849,63,0,0,1800
20250623T1530,30143,14,777,948,75,0,0,1800
20250623T1530,30157,10,555,1171,74,0,0,1800
20250623T1530,30201,13,821,909,70,0,0,1800
20250623T1530,30215,10,672,1087,41,0,0,1800
20250623T1600,30128,16,797,964,39,0,0,1800
20250623T1600,30143,14,698,1034,68,0,0,1800
20250623T1600,30157,10,498,1217,85,0,0,1800
20250623T1600,30201,10,537,1158,105,0,0,1800
20250623T1600,30215,9,439,1287,74,0,0,1800
20250623T1630,30128,9,539,1138,123,0,0,1800
20250623T1630,30143,8,472,1204,124,0,0,1800
20250623T1630,30157,6,337,1391,72,0,0,1800
20250623T1630,30201,9,734,964,102,0,0,1800
20250623T1630,30215,8,600,1102,98,0,0,1800
20250623T1700,30128,8,404,1324,72,0,0,1800
20250623T1700,30143,7,354,1377,69,0,0,1800
20250623T1700,30157,5,252,1494,54,0,0,1800
20250623T1700,30201,7,404,1259,137,0,0,1800
20250623T1700,30215,5,330,1386,84,0,0,1800
20250623T1730,30128,4,190,1521,89,0,0,1800
20250623T1730,30143,4,167,1507,126,0,0,1800
20250623T1730,30157,3,119,1581,100,0,0,1800
20250623T1730,30201,4,257,1463,80,0,0,1800
20250623T1730,30215,3,210,1508,82,0,0,1800
