INTERVAL_START,logid,da_acdcalls,da_acdtime,i_availtime,ti_auxtime,o_acdcalls,o_acdtime,i_stafftime
20250701T0800,30128,10,772,920,108,0,0,1800
20250701T0800,30143,8,676,1021,103,0,0,1800
20250701T0800,30157,6,482,1222,96,0,0,1800
20250701T0800,30201,6,351,1326,123,0,0,1800
20250701T0800,30215,5,287,1401,112,0,0,1800
20250701T0830,30128,15,1085,645,70,0,0,1800
20250701T0830,30143,13,949,765,86,0,0,1800
20250701T0830,30157,10,678,1046,76,0,0,1800
20250701T0830,30201,9,683,1010,107,0,0,1800
20250701T0830,30215,8,559,1177,64,0,0,1800
20250701T0900,30128,19,1575,132,93,0,0,1800
20250701T0900,30143,17,1378,311,111,0,0,1800
20250701T0900,30157,12,984,760,56,0,0,1800
20250701T0900,30201,11,625,1072,103,0,0,1800
20250701T0900,30215,9,512,1212,76,0,0,1800
20250701T0930,30128,22,1115,603,82,0,0,1800
20250701T0930,30143,19,976,738,86,0,0,1800
20250701T0930,30157,14,697,1015,88,0,0,1800
20250701T0930,30201,11,740,950,110,0,0,1800
20250701T0930,30215,9,606,1113,81,0,0,1800
20250701T1000,30128,21,1363,354,83,0,0,1800
20250701T1000,30143,19,1192,514,94,0,0,1800
20250701T1000,30157,13,852,852,96,0,0,1800
20250701T1000,30201,13,646,1088,66,0,0,1800
20250701T1000,30215,10,529,1203,68,0,0,1800
20250701T1030,30128,21,1002,688,110,0,0,1800
20250701T1030,30143,19,876,850,74,0,0,1800
20250701T1030,30157,13,626,1073,101,0,0,1800
20250701T1030,30201,10,603,1086,111,0,0,1800
20250701T1030,30215,9,493,1174,133,0,0,1800
20250701T1100,30128,22,1192,502,106,0,0,1800
20250701T1100,30143,20,1043,673,84,0,0,1800
20250701T1100,30157,14,745,968,87,0,0,1800
20250701T1100,30201,13,975,712,113,0,0,1800
20250701T1100,30215,11,798,905,97,0,0,1800
20250701T1130,30128,20,1224,489,87,0,0,1800
20250701T1130,30143,18,1071,655,74,0,0,1800
20250701T1130,30157,13,765,904,131,0,0,1800
20250701T1130,30201,10,674,1063,63,0,0,1800
20250701T1130,30215,8,552,1109,139,0,0,1800
20250701T1200,30128,20,1561,109,130,0,0,1800
20250701T1200,30143,18,1366,396,38,0,0,1800
20250701T1200,30157,12,976,738,86,0,0,1800
20250701T1200,30201,8,321,1410,69,0,0,1800
20250701T1200,30215,6,262,1439,99,0,0,1800
20250701T1230,30128,14,1088,658,54,0,0,1800
20250701T1230,30143,13,952,800,48,0,0,1800
20250701T1230,30157,9,680,1018,102,0,0,1800
20250701T1230,30201,8,607,1116,77,0,0,1800
20250701T1230,30215,7,496,1243,61,0,0,1800
20250701T1300,30128,20,1054,639,107,0,0,1800
20250701T1300,30143,17,922,791,87,0,0,1800
20250701T1300,30157,12,658,1039,103,0,0,1800
20250701T1300,30201,8,558,1148,94,0,0,1800
20250701T1300,30215,7,457,1248,95,0,0,1800
20250701T1330,30128,21,1364,303,133,0,0,1800
20250701T1330,30143,19,1194,527,79,0,0,1800
20250701T1330,30157,13,853,825,122,0,0,1800
20250701T1330,30201,10,706,999,95,0,0,1800
20250701T1330,30215,8,577,1124,99,0,0,1800
20250701T1400,30128,25,1458,267,75,0,0,1800
20250701T1400,30143,22,1275,441,84,0,0,1800
20250701T1400,30157,16,911,776,113,0,0,1800
20250701T1400,30201,13,768,934,98,0,0,1800
20250701T1400,30215,10,629,1057,114,0,0,1800
20250701T1430,30128,17,945,773,82,0,0,1800
20250701T1430,30143,15,827,850,123,0,0,1800
20250701T1430,30157,11,590,1119,91,0,0,1800
20250701T1430,30201,13,743,981,76,0,0,1800
20250701T1430,30215,10,608,1106,86,0,0,1800
20250701T1500,30128,18,1142,553,105,0,0,1800
20250701T1500,30143,15,999,702,99,0,0,1800
20250701T1500,30157,11,714,1005,81,0,0,1800
20250701T1500,30201,10,548,1148,104,0,0,1800
20250701T1500,30215,8,448,1284,68,0,0,1800
20250701T1530,30128,18,1184,521,95,0,0,1800
20250701T1530,30143,16,1036,669,95,0,0,1800
20250701T1530,30157,11,740,977,83,0,0,1800
20250701T1530,30201,10,408,1295,97,0,0,1800
20250701T1530,30215,8,334,1385,81,0,0,1800
20250701T1600,30128,15,796,943,61,0,0,1800
20250701T1600,30143,13,696,1044,60,0,0,1800
20250701T1600,30157,9,497,1244,59,0,0,1800
20250701T1600,30201,9,531,1175,94,0,0,1800
20250701T1600,30215,8,434,1286,80,0,0,1800
20250701T1630,30128,9,616,1094,90,0,0,1800
20250701T1630,30143,8,539,1209,52,0,0,1800
20250701T1630,30157,6,385,1328,87,0,0,1800
20250701T1630,30201,8,469,1243,88,0,0,1800
20250701T1630,30215,6,383,1358,59,0,0,1800
20250701T1700,30128,6,294,1396,110,0,0,1800
20250701T1700,30143,5,257,1403,140,0,0,1800
20250701T1700,30157,4,184,1510,106,0,0,1800
20250701T1700,30201,6,329,1421,50,0,0,1800
20250701T1700,30215,5,270,1445,85,0,0,1800
20250701T1730,30128,4,243,1480,77,0,0,1800
20250701T1730,30143,4,213,1501,86,0,0,1800
20250701T1730,30157,3,152,1547,101,0,0,1800
20250701T1730,30201,4,252,1458,90,0,0,1800
20250701T1730,30215,3,206,1497,97,0,0,1800
