INTERVAL_START,logid,da_acdcalls,da_acdtime,i_availtime,ti_auxtime,o_acdcalls,o_acdtime,i_stafftime
20250626T0800,30128,8,414,1292,94,0,0,1800
20250626T0800,30143,7,363,1330,107,0,0,1800
20250626T0800,30157,5,259,1453,88,0,0,1800
20250626T0800,30201,7,384,1354,62,0,0,1800
20250626T0800,30215,5,314,1377,109,0,0,1800
20250626T0830,30128,14,978,728,94,0,0,1800
20250626T0830,30143,12,855,855,90,0,0,1800
20250626T0830,30157,8,611,1095,94,0,0,1800
20250626T0830,30201,10,767,958,75,0,0,1800
20250626T0830,30215,8,628,1110,62,0,0,1800
20250626T0900,30128,22,1298,402,100,0,0,1800
20250626T0900,30143,19,1135,593,72,0,0,1800
20250626T0900,30157,14,811,913,76,0,0,1800
20250626T0900,30201,10,613,1069,118,0,0,1800
20250626T0900,30215,8,502,1243,55,0,0,1800
20250626T0930,30128,20,1186,488,126,0,0,1800
20250626T0930,30143,18,1038,695,67,0,0,1800
20250626T0930,30157,12,742,940,118,0,0,1800
20250626T0930,30201,13,854,885,61,0,0,1800
20250626T0930,30215,11,698,1011,91,0,0,1800
20250626T1000,30128,24,1605,98,97,0,0,1800
20250626T1000,30143,21,1404,305,91,0,0,1800
20250626T1000,30157,15,1003,684,113,0,0,1800
20250626T1000,30201,13,488,1223,89,0,0,1800
20250626T1000,30215,10,399,1330,71,0,0,1800
20250626T1030,30128,20,1140,590,70,0,0,1800
20250626T1030,30143,18,998,717,85,0,0,1800
20250626T1030,30157,12,713,976,111,0,0,1800
20250626T1030,30201,13,565,1157,78,0,0,1800
20250626T1030,30215,10,462,1291,47,0,0,1800
20250626T1100,30128,27,1409,294,97,0,0,1800
20250626T1100,30143,23,1233,475,92,0,0,1800
20250626T1100,30157,17,880,832,88,0,0,1800
20250626T1100,30201,10,669,1053,78,0,0,1800
20250626T1100,30215,8,547,1187,66,0,0,1800
20250626T1130,30128,20,1068,624,108,0,0,1800
20250626T1130,30143,18,934,754,112,0,0,1800
20250626T1130,30157,13,668,1023,109,0,0,1800
20250626T1130,30201,11,553,1139,108,0,0,1800
20250626T1130,30215,9,452,1258,90,0,0,1800
20250626T1200,30128,16,944,766,90,0,0,1800
20250626T1200,30143,14,826,845,129,0,0,1800
20250626T1200,30157,10,590,1113,97,0,0,1800
20250626T1200,30201,8,483,1204,113,0,0,1800
20250626T1200,30215,6,395,1317,88,0,0,1800
20250626T1230,30128,14,739,962,99,0,0,1800
20250626T1230,30143,12,647,1035,118,0,0,1800
20250626T1230,30157,8,462,1234,104,0,0,1800
20250626T1230,30201,8,380,1319,101,0,0,1800
20250626T1230,30215,6,310,1433,57,0,0,1800
20250626T1300,30128,20,1150,599,51,0,0,1800
20250626T1300,30143,17,1006,694,100,0,0,1800
20250626T1300,30157,12,718,989,93,0,0,1800
20250626T1300,30201,9,624,1092,84,0,0,1800
20250626T1300,30215,8,510,1175,115,0,0,1800
20250626T1330,30128,19,983,768,49,0,0,1800
20250626T1330,30143,16,860,839,101,0,0,1800
20250626T1330,30157,12,614,1126,60,0,0,1800
20250626T1330,30201,10,659,1039,102,0,0,1800
20250626T1330,30215,8,540,1189,71,0,0,1800
20250626T1400,30128,21,1303,383,114,0,0,1800
20250626T1400,30143,18,1140,617,43,0,0,1800
20250626T1400,30157,13,814,885,101,0,0,1800
20250626T1400,30201,14,579,1137,84,0,0,1800
20250626T1400,30215,11,474,1195,131,0,0,1800
20250626T1430,30128,20,1539,159,102,0,0,1800
20250626T1430,30143,18,1347,350,103,0,0,1800
20250626T1430,30157,13,962,726,112,0,0,1800
20250626T1430,30201,13,753,974,73,0,0,1800
20250626T1430,30215,10,616,1098,86,0,0,1800
20250626T1500,30128,18,974,748,78,0,0,1800
20250626T1500,30143,15,852,851,97,0,0,1800
20250626T1500,30157,11,609,1100,91,0,0,1800
20250626T1500,30201,11,741,970,89,0,0,1800
20250626T1500,30215,9,607,1121,72,0,0,1800
20250626T1530,30128,16,677,1041,82,0,0,1800
20250626T1530,30143,14,592,1115,93,0,0,1800
20250626T1530,30157,10,423,1278,99,0,0,1800
20250626T1530,30201,11,592,1137,71,0,0,1800
20250626T1530,30215,9,484,1208,108,0,0,1800
20250626T1600,30128,13,813,840,147,0,0,1800
20250626T1600,30143,12,711,999,90,0,0,1800
20250626T1600,30157,8,508,1193,99,0,0,1800
20250626T1600,30201,9,480,1251,69,0,0,1800
20250626T1600,30215,7,393,1299,108,0,0,1800
20250626T1630,30128,10,759,965,76,0,0,1800
20250626T1630,30143,9,664,1012,124,0,0,1800
20250626T1630,30157,6,474,1221,105,0,0,1800
20250626T1630,30201,8,568,1161,71,0,0,1800
20250626T1630,30215,6,465,1252,83,0,0,1800
20250626T1700,30128,8,428,1295,77,0,0,1800
20250626T1700,30143,7,374,1321,105,0,0,1800
20250626T1700,30157,5,267,1438,95,0,0,1800
20250626T1700,30201,6,311,1373,116,0,0,1800
20250626T1700,30215,5,255,1439,106,0,0,1800
20250626T1730,30128,4,264,1423,113,0,0,1800
20250626T1730,30143,3,231,1485,84,0,0,1800
20250626T1730,30157,2,165,1548,87,0,0,1800
20250626T1730,30201,3,241,1488,71,0,0,1800
20250626T1730,30215,3,198,1518,84,0,0,1800
