INTERVAL_START,logid,da_acdcalls,da_acdtime,i_availtime,ti_auxtime,o_acdcalls,o_acdtime,i_stafftime
20250627T0800,30128,7,391,1351,58,0,0,1800
20250627T0800,30143,6,342,1353,105,0,0,1800
20250627T0800,30157,4,244,1444,112,0,0,1800
20250627T0800,30201,4,375,1333,92,0,0,1800
20250627T0800,30215,4,306,1380,114,0,0,1800
20250627T0830,30128,14,1091,609,100,0,0,1800
20250627T0830,30143,13,955,739,106,0,0,1800
20250627T0830,30157,9,682,1031,87,0,0,1800
20250627T0830,30201,8,290,1436,74,0,0,1800
20250627T0830,30215,6,238,1454,108,0,0,1800
20250627T0900,30128,18,985,755,60,0,0,1800
20250627T0900,30143,15,862,852,86,0,0,1800
20250627T0900,30157,11,616,1103,81,0,0,1800
20250627T0900,30201,10,721,1000,79,0,0,1800
20250627T0900,30215,8,590,1113,97,0,0,1800
20250627T0930,30128,18,946,762,92,0,0,1800
20250627T0930,30143,16,828,933,39,0,0,1800
20250627T0930,30157,12,592,1100,108,0,0,1800
20250627T0930,30201,12,575,1151,74,0,0,1800
20250627T0930,30215,10,470,1234,96,0,0,1800
20250627T1000,30128,22,1385,313,102,0,0,1800
20250627T1000,30143,19,1212,476,112,0,0,1800
20250627T1000,30157,14,866,839,95,0,0,1800
20250627T1000,30201,12,767,957,76,0,0,1800
20250627T1000,30215,9,627,1071,102,0,0,1800
20250627T1030,30128,22,1312,392,96,0,0,1800
20250627T1030,30143,19,1148,535,117,0,0,1800
20250627T1030,30157,14,820,881,99,0,0,1800
20250627T1030,30201,13,480,1254,66,0,0,1800
20250627T1030,30215,10,392,1339,69,0,0,1800
20250627T1100,30128,20,1060,634,106,0,0,1800
20250627T1100,30143,18,927,795,78,0,0,1800
20250627T1100,30157,12,662,1037,101,0,0,1800
20250627T1100,30201,9,629,1101,70,0,0,1800
20250627T1100,30215,7,514,1170,116,0,0,1800
20250627T1130,30128,19,1168,610,22,0,0,1800
20250627T1130,30143,16,1022,687,91,0,0,1800
20250627T1130,30157,12,730,978,92,0,0,1800
20250627T1130,30201,9,586,1131,83,0,0,1800
20250627T1130,30215,7,479,1231,90,0,0,1800
20250627T1200,30128,16,595,1108,97,0,0,1800
20250627T1200,30143,14,520,1140,140,0,0,1800
20250627T1200,30157,10,372,1334,94,0,0,1800
20250627T1200,30201,8,255,1488,57,0,0,1800
20250627T1200,30215,7,209,1493,98,0,0,1800
20250627T1230,30128,15,894,824,82,0,0,1800
20250627T1230,30143,13,783,954,63,0,0,1800
20250627T1230,30157,9,559,1133,108,0,0,1800
20250627T1230,30201,6,380,1327,93,0,0,1800
20250627T1230,30215,5,310,1389,101,0,0,1800
20250627T1300,30128,15,1089,616,95,0,0,1800
20250627T1300,30143,13,953,752,95,0,0,1800
20250627T1300,30157,9,680,1018,102,0,0,1800
20250627T1300,30201,7,349,1389,62,0,0,1800
20250627T1300,30215,6,286,1421,93,0,0,1800
20250627T1330,30128,19,618,1118,64,0,0,1800
20250627T1330,30143,16,541,1193,66,0,0,1800
20250627T1330,30157,12,386,1318,96,0,0,1800
20250627T1330,30201,9,595,1118,87,0,0,1800
20250627T1330,30215,8,487,1223,90,0,0,1800
20250627T1400,30128,19,1094,630,76,0,0,1800
20250627T1400,30143,17,958,749,93,0,0,1800
20250627T1400,30157,12,684,1032,84,0,0,1800
20250627T1400,30201,11,971,727,102,0,0,1800
20250627T1400,30215,9,795,907,98,0,0,1800
20250627T1430,30128,17,938,751,111,0,0,1800
20250627T1430,30143,15,820,883,97,0,0,1800
20250627T1430,30157,10,586,1119,95,0,0,1800
20250627T1430,30201,11,484,1210,106,0,0,1800
20250627T1430,30215,9,396,1297,107,0,0,1800
20250627T1500,30128,13,719,938,143,0,0,1800
20250627T1500,30143,12,629,1071,100,0,0,1800
20250627T1500,30157,8,449,1243,108,0,0,1800
20250627T1500,30201,10,507,1215,78,0,0,1800
20250627T1500,30215,9,414,1315,71,0,0,1800
20250627T1530,30128,15,1105,599,96,0,0,1800
20250627T1530,30143,13,967,712,121,0,0,1800
20250627T1530,30157,10,690,1042,68,0,0,1800
20250627T1530,30201,11,616,1093,91,0,0,1800
20250627T1530,30215,9,504,1212,84,0,0,1800
20250627T1600,30128,12,751,1013,36,0,0,1800
20250627T1600,30143,10,657,1045,98,0,0,1800
20250627T1600,30157,8,469,1214,117,0,0,1800
20250627T1600,30201,7,498,1198,104,0,0,1800
20250627T1600,30215,6,408,1312,80,0,0,1800
20250627T1630,30128,8,485,1221,94,0,0,1800
20250627T1630,30143,7,425,1269,106,0,0,1800
20250627T1630,30157,5,303,1385,112,0,0,1800
20250627T1630,30201,7,430,1258,112,0,0,1800
20250627T1630,30215,6,352,1365,83,0,0,1800
20250627T1700,30128,8,558,1145,97,0,0,1800
20250627T1700,30143,7,488,1185,127,0,0,1800
20250627T1700,30157,5,348,1360,92,0,0,1800
20250627T1700,30201,6,487,1183,130,0,0,1800
20250627T1700,30215,5,399,1322,79,0,0,1800
20250627T1730,30128,4,251,1444,105,0,0,1800
20250627T1730,30143,3,220,1480,100,0,0,1800
20250627T1730,30157,2,157,1558,85,0,0,1800
20250627T1730,30201,3,137,1555,108,0,0,1800
20250627T1730,30215,3,112,1568,120,0,0,1800
