INTERVAL_START,split,logid,acdcalls,acdtime,holdtime,acwtime
20250627T0800,44,30128,7,391,16,164
20250627T0800,44,30143,6,342,14,144
20250627T0800,44,30157,4,244,10,102
20250627T0800,13,30201,4,375,33,140
20250627T0800,13,30215,4,306,27,115
20250627T0830,44,30128,14,1091,118,316
20250627T0830,44,30143,13,955,103,276
20250627T0830,44,30157,9,682,74,197
20250627T0830,13,30201,8,290,105,258
20250627T0830,13,30215,6,238,86,212
20250627T0900,44,30128,18,985,172,405
20250627T0900,44,30143,15,862,151,354
20250627T0900,44,30157,11,616,108,253
20250627T0900,13,30201,10,721,67,146
20250627T0900,13,30215,8,590,54,120
20250627T0930,44,30128,18,946,101,436
20250627T0930,44,30143,16,828,89,381
20250627T0930,44,30157,12,592,63,272
20250627T0930,13,30201,12,575,151,224
20250627T0930,13,30215,10,470,124,184
20250627T1000,44,30128,22,1385,268,449
20250627T1000,44,30143,19,1212,234,393
20250627T1000,44,30157,14,866,168,281
20250627T1000,13,30201,12,767,94,320
20250627T1000,13,30215,9,627,76,262
20250627T1030,44,30128,22,1312,81,753
20250627T1030,44,30143,19,1148,71,659
20250627T1030,44,30157,14,820,50,471
20250627T1030,13,30201,13,480,136,287
20250627T1030,13,30215,10,392,112,234
20250627T1100,44,30128,20,1060,163,520
20250627T1100,44,30143,18,927,143,455
20250627T1100,44,30157,12,662,102,325
20250627T1100,13,30201,9,629,70,248
20250627T1100,13,30215,7,514,57,202
20250627T1130,44,30128,19,1168,108,451
20250627T1130,44,30143,16,1022,94,394
20250627T1130,44,30157,12,730,68,282
20250627T1130,13,30201,9,586,51,194
20250627T1130,13,30215,7,479,42,158
20250627T1200,44,30128,16,595,82,506
20250627T1200,44,30143,14,520,71,442
20250627T1200,44,30157,10,372,51,316
20250627T1200,13,30201,8,255,67,217
20250627T1200,13,30215,7,209,54,177
20250627T1230,44,30128,15,894,124,320
20250627T1230,44,30143,13,783,108,280
20250627T1230,44,30157,9,559,78,200
20250627T1230,13,30201,6,380,48,166
20250627T1230,13,30215,5,310,40,136
20250627T1300,44,30128,15,1089,40,282
20250627T1300,44,30143,13,953,35,246
20250627T1300,44,30157,9,680,25,176
20250627T1300,13,30201,7,349,11,197
20250627T1300,13,30215,6,286,9,161
20250627T1330,44,30128,19,618,125,278
20250627T1330,44,30143,16,541,110,243
20250627T1330,44,30157,12,386,78,174
20250627T1330,13,30201,9,595,35,239
20250627T1330,13,30215,8,487,29,195
20250627T1400,44,30128,19,1094,182,422
20250627T1400,44,30143,17,958,160,369
20250627T1400,44,30157,12,684,114,264
20250627T1400,13,30201,11,971,72,271
20250627T1400,13,30215,9,795,59,221
20250627T1430,44,30128,17,938,186,343
20250627T1430,44,30143,15,820,163,300
20250627T1430,44,30157,10,586,116,214
20250627T1430,13,30201,11,484,95,315
20250627T1430,13,30215,9,396,78,257
20250627T1500,44,30128,13,719,212,391
20250627T1500,44,30143,12,629,185,342
20250627T1500,44,30157,8,449,132,244
20250627T1500,13,30201,10,507,81,187
20250627T1500,13,30215,9,414,66,153
20250627T1530,44,30128,15,1105,110,424
20250627T1530,44,30143,13,967,97,371
20250627T1530,44,30157,10,690,69,265
20250627T1530,13,30201,11,616,38,219
20250627T1530,13,30215,9,504,31,179
20250627T1600,44,30128,12,751,77,336
20250627T1600,44,30143,10,657,68,294
20250627T1600,44,30157,8,469,48,210
20250627T1600,13,30201,7,498,64,142
20250627T1600,13,30215,6,408,52,116
20250627T1630,44,30128,8,485,82,191
20250627T1630,44,30143,7,425,71,167
20250627T1630,44,30157,5,303,51,120
20250627T1630,13,30201,7,430,51,189
20250627T1630,13,30215,6,352,42,155
20250627T1700,44,30128,8,558,63,200
20250627T1700,44,30143,7,488,55,175
20250627T1700,44,30157,5,348,39,125
20250627T1700,13,30201,6,487,33,166
20250627T1700,13,30215,5,399,27,135
20250627T1730,44,30128,4,251,26,105
20250627T1730,44,30143,3,220,22,92
20250627T1730,44,30157,2,157,16,66
20250627T1730,13,30201,3,137,41,89
20250627T1730,13,30215,3,112,34,72
