INTERVAL_START,split,logid,acdcalls,acdtime,holdtime,acwtime
20250610T0800,44,30128,7,291,56,155
20250610T0800,44,30143,6,255,49,136
20250610T0800,44,30157,4,182,35,97
20250610T0800,13,30201,7,290,36,102
20250610T0800,13,30215,5,238,30,83
20250610T0830,44,30128,12,711,75,402
20250610T0830,44,30143,11,622,66,351
20250610T0830,44,30157,8,444,47,251
20250610T0830,13,30201,10,648,114,287
20250610T0830,13,30215,9,530,93,235
20250610T0900,44,30128,20,1005,240,401
20250610T0900,44,30143,18,880,210,351
20250610T0900,44,30157,13,628,150,251
20250610T0900,13,30201,12,502,128,367
20250610T0900,13,30215,9,410,104,301
20250610T0930,44,30128,21,1520,209,390
20250610T0930,44,30143,19,1330,183,341
20250610T0930,44,30157,13,950,130,244
20250610T0930,13,30201,11,630,93,334
20250610T0930,13,30215,9,515,76,274
20250610T1000,44,30128,22,1374,176,742
20250610T1000,44,30143,19,1203,154,649
20250610T1000,44,30157,14,859,110,464
20250610T1000,13,30201,12,691,44,298
20250610T1000,13,30215,9,566,36,243
20250610T1030,44,30128,24,1170,134,502
20250610T1030,44,30143,21,1024,117,439
20250610T1030,44,30157,15,732,84,314
20250610T1030,13,30201,12,634,102,387
20250610T1030,13,30215,9,519,83,316
20250610T1100,44,30128,26,1340,31,523
20250610T1100,44,30143,23,1173,27,457
20250610T1100,44,30157,16,838,19,327
20250610T1100,13,30201,12,564,90,288
20250610T1100,13,30215,9,462,74,235
20250610T1130,44,30128,19,1353,136,349
20250610T1130,44,30143,16,1184,119,306
20250610T1130,44,30157,12,846,85,218
20250610T1130,13,30201,10,620,92,293
20250610T1130,13,30215,9,507,76,240
20250610T1200,44,30128,17,1061,108,379
20250610T1200,44,30143,15,928,94,331
20250610T1200,44,30157,11,663,67,237
20250610T1200,13,30201,8,455,90,196
20250610T1200,13,30215,7,372,74,161
20250610T1230,44,30128,15,830,94,477
20250610T1230,44,30143,13,726,82,418
20250610T1230,44,30157,10,519,59,298
20250610T1230,13,30201,8,424,77,235
20250610T1230,13,30215,6,347,63,192
20250610T1300,44,30128,19,1259,128,456
20250610T1300,44,30143,16,1102,112,399
20250610T1300,44,30157,12,787,80,285
20250610T1300,13,30201,8,433,55,230
20250610T1300,13,30215,7,354,45,188
20250610T1330,44,30128,23,1123,186,599
20250610T1330,44,30143,20,982,162,524
20250610T1330,44,30157,14,702,116,374
20250610T1330,13,30201,12,654,113,282
20250610T1330,13,30215,10,536,93,231
20250610T1400,44,30128,22,1242,247,618
20250610T1400,44,30143,19,1086,216,541
20250610T1400,44,30157,14,776,154,386
20250610T1400,13,30201,12,894,0,289
20250610T1400,13,30215,9,731,0,236
20250610T1430,44,30128,20,1168,174,500
20250610T1430,44,30143,17,1022,153,438
20250610T1430,44,30157,12,730,109,313
20250610T1430,13,30201,12,766,104,457
20250610T1430,13,30215,10,627,85,374
20250610T1500,44,30128,20,929,118,404
20250610T1500,44,30143,18,813,104,354
20250610T1500,44,30157,12,581,74,253
20250610T1500,13,30201,12,631,112,267
20250610T1500,13,30215,9,517,91,219
20250610T1530,44,30128,15,780,77,432
20250610T1530,44,30143,13,682,68,378
20250610T1530,44,30157,9,488,48,270
20250610T1530,13,30201,11,623,131,197
20250610T1530,13,30215,9,510,108,161
20250610T1600,44,30128,13,1000,58,324
20250610T1600,44,30143,12,875,51,284
20250610T1600,44,30157,8,625,36,202
20250610T1600,13,30201,10,502,114,231
20250610T1600,13,30215,9,410,93,189
20250610T1630,44,30128,10,628,91,250
20250610T1630,44,30143,9,550,79,218
20250610T1630,44,30157,6,392,57,156
20250610T1630,13,30201,8,383,72,131
20250610T1630,13,30215,7,313,58,107
20250610T1700,44,30128,9,570,52,214
20250610T1700,44,30143,8,499,46,187
20250610T1700,44,30157,6,356,33,134
20250610T1700,13,30201,6,305,31,131
20250610T1700,13,30215,4,249,25,108
20250610T1730,44,30128,4,282,20,95
20250610T1730,44,30143,4,246,17,83
20250610T1730,44,30157,2,176,12,59
20250610T1730,13,30201,4,247,52,98
20250610T1730,13,30215,3,202,42,81
