INTERVAL_START,split,logid,acdcalls,acdtime,holdtime,acwtime
20250617T0800,44,30128,8,368,79,173
20250617T0800,44,30143,7,322,69,152
20250617T0800,44,30157,5,230,50,108
20250617T0800,13,30201,6,362,2,127
20250617T0800,13,30215,5,296,1,104
20250617T0830,44,30128,16,767,178,477
20250617T0830,44,30143,14,671,156,417
20250617T0830,44,30157,10,479,112,298
20250617T0830,13,30201,9,617,76,340
20250617T0830,13,30215,8,504,63,279
20250617T0900,44,30128,21,1460,295,336
20250617T0900,44,30143,19,1277,258,294
20250617T0900,44,30157,13,912,184,210
20250617T0900,13,30201,10,499,63,287
20250617T0900,13,30215,9,409,52,234
20250617T0930,44,30128,24,1495,133,549
20250617T0930,44,30143,21,1308,116,480
20250617T0930,44,30157,15,934,83,343
20250617T0930,13,30201,13,942,179,383
20250617T0930,13,30215,11,770,147,314
20250617T1000,44,30128,24,1648,18,636
20250617T1000,44,30143,21,1442,15,557
20250617T1000,44,30157,15,1030,11,398
20250617T1000,13,30201,12,744,84,306
20250617T1000,13,30215,10,608,69,250
20250617T1030,44,30128,18,1146,204,397
20250617T1030,44,30143,16,1003,178,348
20250617T1030,44,30157,12,716,127,248
20250617T1030,13,30201,13,836,130,234
20250617T1030,13,30215,10,684,107,192
20250617T1100,44,30128,25,1382,186,518
20250617T1100,44,30143,22,1209,163,453
20250617T1100,44,30157,16,864,116,324
20250617T1100,13,30201,10,595,41,290
20250617T1100,13,30215,8,486,33,238
20250617T1130,44,30128,21,944,164,376
20250617T1130,44,30143,19,826,144,329
20250617T1130,44,30157,13,590,103,235
20250617T1130,13,30201,11,579,112,222
20250617T1130,13,30215,9,473,92,182
20250617T1200,44,30128,15,1102,131,305
20250617T1200,44,30143,13,965,115,267
20250617T1200,44,30157,9,689,82,190
20250617T1200,13,30201,8,399,76,237
20250617T1200,13,30215,7,326,63,194
20250617T1230,44,30128,14,1045,116,429
20250617T1230,44,30143,12,914,102,375
20250617T1230,44,30157,8,653,72,268
20250617T1230,13,30201,7,470,55,150
20250617T1230,13,30215,5,385,45,122
20250617T1300,44,30128,18,872,194,361
20250617T1300,44,30143,16,763,169,316
20250617T1300,44,30157,11,545,121,226
20250617T1300,13,30201,9,524,109,237
20250617T1300,13,30215,8,429,90,194
20250617T1330,44,30128,20,1279,127,409
20250617T1330,44,30143,18,1119,111,358
20250617T1330,44,30157,13,799,79,256
20250617T1330,13,30201,13,819,62,194
20250617T1330,13,30215,10,670,50,159
20250617T1400,44,30128,21,1339,290,508
20250617T1400,44,30143,18,1172,254,445
20250617T1400,44,30157,13,837,182,318
20250617T1400,13,30201,13,817,40,195
20250617T1400,13,30215,10,668,33,160
20250617T1430,44,30128,23,1661,227,696
20250617T1430,44,30143,20,1453,198,609
20250617T1430,44,30157,14,1038,142,435
20250617T1430,13,30201,12,623,172,280
20250617T1430,13,30215,9,509,141,230
20250617T1500,44,30128,18,981,81,486
20250617T1500,44,30143,16,858,71,425
20250617T1500,44,30157,12,613,50,304
20250617T1500,13,30201,13,846,112,434
20250617T1500,13,30215,10,692,91,355
20250617T1530,44,30128,17,1279,48,387
20250617T1530,44,30143,15,1119,42,339
20250617T1530,44,30157,10,799,30,242
20250617T1530,13,30201,10,527,91,284
20250617T1530,13,30215,9,432,75,233
20250617T1600,44,30128,12,704,119,262
20250617T1600,44,30143,10,616,104,229
20250617T1600,44,30157,8,440,74,164
20250617T1600,13,30201,9,777,92,242
20250617T1600,13,30215,8,635,75,198
20250617T1630,44,30128,10,488,122,209
20250617T1630,44,30143,9,427,107,183
20250617T1630,44,30157,6,305,76,131
20250617T1630,13,30201,9,502,64,193
20250617T1630,13,30215,7,410,53,158
20250617T1700,44,30128,9,679,77,264
20250617T1700,44,30143,8,594,67,231
20250617T1700,44,30157,6,424,48,165
20250617T1700,13,30201,6,270,45,140
20250617T1700,13,30215,4,221,36,115
20250617T1730,44,30128,4,285,60,110
20250617T1730,44,30143,4,250,53,96
20250617T1730,44,30157,3,178,38,68
20250617T1730,13,30201,3,175,18,75
20250617T1730,13,30215,3,144,14,61
