INTERVAL_START,logid,da_acdcalls,da_acdtime,i_availtime,ti_auxtime,o_acdcalls,o_acdtime,i_stafftime
20250605T0800,30128,8,479,1191,130,0,0,1800
20250605T0800,30143,7,419,1309,72,0,0,1800
20250605T0800,30157,5,299,1412,89,0,0,1800
20250605T0800,30201,6,358,1323,119,0,0,1800
20250605T0800,30215,5,293,1401,106,0,0,1800
20250605T0830,30128,15,741,968,91,0,0,1800
20250605T0830,30143,13,649,1024,127,0,0,1800
20250605T0830,30157,10,463,1246,91,0,0,1800
20250605T0830,30201,10,794,941,65,0,0,1800
20250605T0830,30215,9,649,1042,109,0,0,1800
20250605T0900,30128,18,1176,546,78,0,0,1800
20250605T0900,30143,16,1029,687,84,0,0,1800
20250605T0900,30157,12,735,983,82,0,0,1800
20250605T0900,30201,10,565,1162,73,0,0,1800
20250605T0900,30215,9,463,1248,89,0,0,1800
20250605T0930,30128,23,1518,246,36,0,0,1800
20250605T0930,30143,20,1328,367,105,0,0,1800
20250605T0930,30157,14,949,765,86,0,0,1800
20250605T0930,30201,13,870,819,111,0,0,1800
20250605T0930,30215,10,712,985,103,0,0,1800
20250605T1000,30128,23,1532,181,87,0,0,1800
20250605T1000,30143,20,1340,365,95,0,0,1800
20250605T1000,30157,14,958,774,68,0,0,1800
20250605T1000,30201,13,888,834,78,0,0,1800
20250605T1000,30215,10,726,963,111,0,0,1800
20250605T1030,30128,24,1385,330,85,0,0,1800
20250605T1030,30143,21,1212,491,97,0,0,1800
20250605T1030,30157,15,866,839,95,0,0,1800
20250605T1030,30201,13,745,977,78,0,0,1800
20250605T1030,30215,10,610,1120,70,0,0,1800
20250605T1100,30128,24,1298,417,85,0,0,1800
20250605T1100,30143,21,1136,546,118,0,0,1800
20250605T1100,30157,15,811,887,102,0,0,1800
20250605T1100,30201,11,774,939,87,0,0,1800
20250605T1100,30215,9,634,1091,75,0,0,1800
20250605T1130,30128,25,1234,476,90,0,0,1800
20250605T1130,30143,22,1079,613,108,0,0,1800
20250605T1130,30157,16,771,962,67,0,0,1800
20250605T1130,30201,10,546,1157,97,0,0,1800
20250605T1130,30215,8,446,1268,86,0,0,1800
20250605T1200,30128,16,1072,621,107,0,0,1800
20250605T1200,30143,14,938,783,79,0,0,1800
20250605T1200,30157,10,670,1039,91,0,0,1800
20250605T1200,30201,8,334,1371,95,0,0,1800
20250605T1200,30215,6,274,1447,79,0,0,1800
20250605T1230,30128,14,496,1247,57,0,0,1800
20250605T1230,30143,13,434,1264,102,0,0,1800
20250605T1230,30157,9,310,1386,104,0,0,1800
20250605T1230,30201,8,433,1275,92,0,0,1800
20250605T1230,30215,6,355,1377,68,0,0,1800
20250605T1300,30128,20,1145,586,69,0,0,1800
20250605T1300,30143,17,1002,708,90,0,0,1800
20250605T1300,30157,12,716,985,99,0,0,1800
20250605T1300,30201,9,619,1066,115,0,0,1800
20250605T1300,30215,8,507,1188,105,0,0,1800
20250605T1330,30128,20,1600,125,75,0,0,1800
20250605T1330,30143,18,1400,310,90,0,0,1800
20250605T1330,30157,13,1000,747,53,0,0,1800
20250605T1330,30201,10,618,1046,136,0,0,1800
20250605T1330,30215,9,505,1199,96,0,0,1800
20250605T1400,30128,21,899,784,117,0,0,1800
20250605T1400,30143,18,787,919,94,0,0,1800
20250605T1400,30157,13,562,1165,73,0,0,1800
20250605T1400,30201,14,721,940,139,0,0,1800
20250605T1400,30215,11,590,1093,117,0,0,1800
20250605T1430,30128,22,1422,303,75,0,0,1800
20250605T1430,30143,19,1245,465,90,0,0,1800
20250605T1430,30157,14,889,841,70,0,0,1800
20250605T1430,30201,13,888,836,76,0,0,1800
20250605T1430,30215,11,726,995,79,0,0,1800
20250605T1500,30128,18,684,998,118,0,0,1800
20250605T1500,30143,16,598,1106,96,0,0,1800
20250605T1500,30157,12,427,1253,120,0,0,1800
20250605T1500,30201,11,779,956,65,0,0,1800
20250605T1500,30215,9,637,1067,96,0,0,1800
20250605T1530,30128,14,350,1391,59,0,0,1800
20250605T1530,30143,12,306,1407,87,0,0,1800
20250605T1530,30157,9,218,1473,109,0,0,1800
20250605T1530,30201,10,444,1276,80,0,0,1800
20250605T1530,30215,9,364,1337,99,0,0,1800
20250605T1600,30128,14,544,1166,90,0,0,1800
20250605T1600,30143,12,476,1230,94,0,0,1800
20250605T1600,30157,8,340,1387,73,0,0,1800
20250605T1600,30201,10,578,1124,98,0,0,1800
20250605T1600,30215,8,472,1235,93,0,0,1800
20250605T1630,30128,12,617,1066,117,0,0,1800
20250605T1630,30143,10,540,1184,76,0,0,1800
20250605T1630,30157,8,386,1337,77,0,0,1800
20250605T1630,30201,8,505,1208,87,0,0,1800
20250605T1630,30215,7,413,1334,53,0,0,1800
20250605T1700,30128,8,504,1220,76,0,0,1800
20250605T1700,30143,7,441,1265,94,0,0,1800
20250605T1700,30157,5,315,1382,103,0,0,1800
20250605T1700,30201,6,372,1343,85,0,0,1800
20250605T1700,30215,4,304,1415,81,0,0,1800
20250605T1730,30128,4,268,1419,113,0,0,1800
20250605T1730,30143,4,235,1487,78,0,0,1800
20250605T1730,30157,2,168,1528,104,0,0,1800
20250605T1730,30201,4,260,1446,94,0,0,1800
20250605T1730,30215,3,213,1508,79,0,0,1800
