INTERVAL_START,split,acdcalls,acceptable,abncalls,slvlabns,acdtime,holdtime,acwtime,anstime,contactsactive
20250605T0800,44,19,18,0,0,1197,238,549,135,0
20250605T0800,13,11,10,0,0,651,84,324,81,0
20250605T0830,44,38,35,0,0,1853,407,1180,380,0
20250605T0830,13,19,18,0,0,1443,51,412,185,0
20250605T0900,44,46,42,2,1,2941,156,909,72,0
20250605T0900,13,19,18,0,0,1028,190,344,137,0
20250605T0930,44,57,52,1,1,3795,762,915,407,0
20250605T0930,13,23,21,0,0,1582,221,745,140,0
20250605T1000,44,57,52,3,1,3830,560,1212,360,0
20250605T1000,13,23,21,0,0,1614,215,685,326,0
20250605T1030,44,61,55,2,1,3462,349,1573,324,0
20250605T1030,13,23,21,0,0,1355,261,558,253,0
20250605T1100,44,60,54,0,0,3245,686,2070,649,0
20250605T1100,13,20,18,1,1,1408,74,522,180,0
20250605T1130,44,63,57,0,0,3084,511,1754,467,0
20250605T1130,13,18,17,0,0,992,110,269,110,0
20250605T1200,44,41,37,0,0,2680,462,1074,276,0
20250605T1200,13,14,13,0,0,608,160,390,108,0
20250605T1230,44,36,33,2,1,1240,389,944,317,0
20250605T1230,13,14,13,0,0,788,148,360,129,0
20250605T1300,44,49,45,0,0,2862,288,1132,713,0
20250605T1300,13,17,16,0,0,1126,65,459,156,0
20250605T1330,44,51,46,0,0,4001,345,1372,417,0
20250605T1330,13,19,18,1,1,1123,217,490,141,0
20250605T1400,44,52,47,0,0,2248,408,1797,411,0
20250605T1400,13,25,23,0,0,1310,195,616,163,0
20250605T1430,44,54,49,2,1,3556,211,1081,473,0
20250605T1430,13,24,22,0,0,1614,221,721,105,0
20250605T1500,44,46,42,0,0,1709,262,1177,414,0
20250605T1500,13,20,18,1,1,1416,166,633,161,0
20250605T1530,44,35,32,1,1,874,315,1210,360,0
20250605T1530,13,19,18,0,0,808,170,496,129,0
20250605T1600,44,34,31,0,0,1359,311,748,219,0
20250605T1600,13,18,17,0,0,1050,229,633,105,0
20250605T1630,44,30,27,1,1,1543,132,849,179,0
20250605T1630,13,15,14,0,0,918,81,479,137,0
20250605T1700,44,19,18,0,0,1260,127,726,175,0
20250605T1700,13,10,9,0,0,676,25,285,95,0
20250605T1730,44,10,9,0,0,671,89,270,94,0
20250605T1730,13,7,7,0,0,473,78,214,62,0
