INTERVAL_START,split,logid,acdcalls,acdtime,holdtime,acwtime
20250611T0800,44,30128,7,438,54,160
20250611T0800,44,30143,6,383,48,140
20250611T0800,44,30157,4,274,34,100
20250611T0800,13,30201,6,500,47,167
20250611T0800,13,30215,5,409,38,136
20250611T0830,44,30128,16,1031,172,378
20250611T0830,44,30143,14,902,151,331
20250611T0830,44,30157,10,644,108,236
20250611T0830,13,30201,10,617,129,257
20250611T0830,13,30215,8,505,106,210
20250611T0900,44,30128,21,1239,98,573
20250611T0900,44,30143,18,1084,86,501
20250611T0900,44,30157,13,774,62,358
20250611T0900,13,30201,12,1038,164,300
20250611T0900,13,30215,10,849,134,245
20250611T0930,44,30128,22,1247,226,572
20250611T0930,44,30143,19,1091,197,500
20250611T0930,44,30157,14,780,141,358
20250611T0930,13,30201,12,741,91,285
20250611T0930,13,30215,10,606,75,234
20250611T1000,44,30128,23,1291,296,764
20250611T1000,44,30143,20,1130,259,668
20250611T1000,44,30157,14,807,185,477
20250611T1000,13,30201,12,778,79,420
20250611T1000,13,30215,9,636,64,344
20250611T1030,44,30128,22,1331,107,512
20250611T1030,44,30143,19,1165,94,448
20250611T1030,44,30157,14,832,67,320
20250611T1030,13,30201,12,651,160,214
20250611T1030,13,30215,10,533,131,175
20250611T1100,44,30128,24,1112,219,676
20250611T1100,44,30143,21,973,192,591
20250611T1100,44,30157,15,695,137,422
20250611T1100,13,30201,12,824,33,375
20250611T1100,13,30215,9,674,27,306
20250611T1130,44,30128,19,1332,165,355
20250611T1130,44,30143,17,1166,145,311
20250611T1130,44,30157,12,833,103,222
20250611T1130,13,30201,11,406,89,164
20250611T1130,13,30215,9,332,73,134
20250611T1200,44,30128,18,975,116,426
20250611T1200,44,30143,15,853,102,373
20250611T1200,44,30157,11,609,72,266
20250611T1200,13,30201,9,571,94,226
20250611T1200,13,30215,7,468,77,185
20250611T1230,44,30128,14,995,84,266
20250611T1230,44,30143,12,870,73,232
20250611T1230,44,30157,9,622,52,166
20250611T1230,13,30201,8,371,30,164
20250611T1230,13,30215,6,303,25,135
20250611T1300,44,30128,17,1244,134,329
20250611T1300,44,30143,15,1088,117,288
20250611T1300,44,30157,10,777,84,206
20250611T1300,13,30201,9,558,67,187
20250611T1300,13,30215,7,456,54,153
20250611T1330,44,30128,20,1330,174,340
20250611T1330,44,30143,17,1164,152,298
20250611T1330,44,30157,12,832,109,212
20250611T1330,13,30201,11,662,71,356
20250611T1330,13,30215,9,541,58,291
20250611T1400,44,30128,24,1204,111,814
20250611T1400,44,30143,21,1054,97,713
20250611T1400,44,30157,15,753,69,509
20250611T1400,13,30201,12,756,150,194
20250611T1400,13,30215,10,618,122,159
20250611T1430,44,30128,20,888,235,278
20250611T1430,44,30143,18,777,206,243
20250611T1430,44,30157,12,555,147,174
20250611T1430,13,30201,13,760,76,298
20250611T1430,13,30215,10,622,62,244
20250611T1500,44,30128,20,1189,247,452
20250611T1500,44,30143,17,1041,216,396
20250611T1500,44,30157,12,743,154,282
20250611T1500,13,30201,10,708,93,318
20250611T1500,13,30215,8,580,76,261
20250611T1530,44,30128,18,1152,218,295
20250611T1530,44,30143,15,1008,191,258
20250611T1530,44,30157,11,720,136,184
20250611T1530,13,30201,8,505,80,175
20250611T1530,13,30215,7,414,65,144
20250611T1600,44,30128,14,770,98,376
20250611T1600,44,30143,12,673,86,329
20250611T1600,44,30157,8,481,62,235
20250611T1600,13,30201,11,568,79,208
20250611T1600,13,30215,9,465,64,170
20250611T1630,44,30128,10,575,106,325
20250611T1630,44,30143,8,503,92,284
20250611T1630,44,30157,6,360,66,203
20250611T1630,13,30201,6,329,61,130
20250611T1630,13,30215,5,269,50,107
20250611T1700,44,30128,8,572,53,209
20250611T1700,44,30143,7,500,46,183
20250611T1700,44,30157,5,357,33,131
20250611T1700,13,30201,7,434,101,182
20250611T1700,13,30215,6,355,83,148
20250611T1730,44,30128,4,251,33,73
20250611T1730,44,30143,3,220,29,64
20250611T1730,44,30157,2,157,21,46
20250611T1730,13,30201,3,196,30,61
20250611T1730,13,30215,3,160,25,50
