INTERVAL_START,logid,da_acdcalls,da_acdtime,i_availtime,ti_auxtime,o_acdcalls,o_acdtime,i_stafftime
20250611T0800,30128,7,438,1275,87,0,0,1800
20250611T0800,30143,6,383,1325,92,0,0,1800
20250611T0800,30157,4,274,1404,122,0,0,1800
20250611T0800,30201,6,500,1206,94,0,0,1800
20250611T0800,30215,5,409,1349,42,0,0,1800
20250611T0830,30128,16,1031,677,92,0,0,1800
20250611T0830,30143,14,902,815,83,0,0,1800
20250611T0830,30157,10,644,1051,105,0,0,1800
20250611T0830,30201,10,617,1082,101,0,0,1800
20250611T0830,30215,8,505,1188,107,0,0,1800
20250611T0900,30128,21,1239,470,91,0,0,1800
20250611T0900,30143,18,1084,634,82,0,0,1800
20250611T0900,30157,13,774,963,63,0,0,1800
20250611T0900,30201,12,1038,669,93,0,0,1800
20250611T0900,30215,10,849,847,104,0,0,1800
20250611T0930,30128,22,1247,460,93,0,0,1800
20250611T0930,30143,19,1091,601,108,0,0,1800
20250611T0930,30157,14,780,931,89,0,0,1800
20250611T0930,30201,12,741,987,72,0,0,1800
20250611T0930,30215,10,606,1110,84,0,0,1800
20250611T1000,30128,23,1291,434,75,0,0,1800
20250611T1000,30143,20,1130,565,105,0,0,1800
20250611T1000,30157,14,807,924,69,0,0,1800
20250611T1000,30201,12,778,951,71,0,0,1800
20250611T1000,30215,9,636,1056,108,0,0,1800
20250611T1030,30128,22,1331,369,100,0,0,1800
20250611T1030,30143,19,1165,594,41,0,0,1800
20250611T1030,30157,14,832,893,75,0,0,1800
20250611T1030,30201,12,651,1047,102,0,0,1800
20250611T1030,30215,10,533,1171,96,0,0,1800
20250611T1100,30128,24,1112,590,98,0,0,1800
20250611T1100,30143,21,973,753,74,0,0,1800
20250611T1100,30157,15,695,1003,102,0,0,1800
20250611T1100,30201,12,824,910,66,0,0,1800
20250611T1100,30215,9,674,1084,42,0,0,1800
20250611T1130,30128,19,1332,394,74,0,0,1800
20250611T1130,30143,17,1166,523,111,0,0,1800
20250611T1130,30157,12,833,861,106,0,0,1800
20250611T1130,30201,11,406,1308,86,0,0,1800
20250611T1130,30215,9,332,1341,127,0,0,1800
20250611T1200,30128,18,975,738,87,0,0,1800
20250611T1200,30143,15,853,867,80,0,0,1800
20250611T1200,30157,11,609,1110,81,0,0,1800
20250611T1200,30201,9,571,1136,93,0,0,1800
20250611T1200,30215,7,468,1186,146,0,0,1800
20250611T1230,30128,14,995,674,131,0,0,1800
20250611T1230,30143,12,870,804,126,0,0,1800
20250611T1230,30157,9,622,1081,97,0,0,1800
20250611T1230,30201,8,371,1333,96,0,0,1800
20250611T1230,30215,6,303,1426,71,0,0,1800
20250611T1300,30128,17,1244,445,111,0,0,1800
20250611T1300,30143,15,1088,604,108,0,0,1800
20250611T1300,30157,10,777,917,106,0,0,1800
20250611T1300,30201,9,558,1148,94,0,0,1800
20250611T1300,30215,7,456,1264,80,0,0,1800
20250611T1330,30128,20,1330,436,34,0,0,1800
20250611T1330,30143,17,1164,529,107,0,0,1800
20250611T1330,30157,12,832,876,92,0,0,1800
20250611T1330,30201,11,662,1056,82,0,0,1800
20250611T1330,30215,9,541,1164,95,0,0,1800
20250611T1400,30128,24,1204,525,71,0,0,1800
20250611T1400,30143,21,1054,658,88,0,0,1800
20250611T1400,30157,15,753,938,109,0,0,1800
20250611T1400,30201,12,756,946,98,0,0,1800
20250611T1400,30215,10,618,1083,99,0,0,1800
20250611T1430,30128,20,888,811,101,0,0,1800
20250611T1430,30143,18,777,936,87,0,0,1800
20250611T1430,30157,12,555,1094,151,0,0,1800
20250611T1430,30201,13,760,930,110,0,0,1800
20250611T1430,30215,10,622,1072,106,0,0,1800
20250611T1500,30128,20,1189,496,115,0,0,1800
20250611T1500,30143,17,1041,669,90,0,0,1800
20250611T1500,30157,12,743,962,95,0,0,1800
20250611T1500,30201,10,708,1004,88,0,0,1800
20250611T1500,30215,8,580,1104,116,0,0,1800
20250611T1530,30128,18,1152,560,88,0,0,1800
20250611T1530,30143,15,1008,714,78,0,0,1800
20250611T1530,30157,11,720,1018,62,0,0,1800
20250611T1530,30201,8,505,1221,74,0,0,1800
20250611T1530,30215,7,414,1278,108,0,0,1800
20250611T1600,30128,14,770,920,110,0,0,1800
20250611T1600,30143,12,673,1044,83,0,0,1800
20250611T1600,30157,8,481,1235,84,0,0,1800
20250611T1600,30201,11,568,1137,95,0,0,1800
20250611T1600,30215,9,465,1217,118,0,0,1800
20250611T1630,30128,10,575,1138,87,0,0,1800
20250611T1630,30143,8,503,1246,51,0,0,1800
20250611T1630,30157,6,360,1349,91,0,0,1800
20250611T1630,30201,6,329,1407,64,0,0,1800
20250611T1630,30215,5,269,1426,105,0,0,1800
20250611T1700,30128,8,572,1165,63,0,0,1800
20250611T1700,30143,7,500,1229,71,0,0,1800
20250611T1700,30157,5,357,1366,77,0,0,1800
20250611T1700,30201,7,434,1283,83,0,0,1800
20250611T1700,30215,6,355,1368,77,0,0,1800
20250611T1730,30128,4,251,1442,107,0,0,1800
20250611T1730,30143,3,220,1548,32,0,0,1800
20250611T1730,30157,2,157,1549,94,0,0,1800
20250611T1730,30201,3,196,1497,107,0,0,1800
20250611T1730,30215,3,160,1514,126,0,0,1800
