INTERVAL_START,logid,da_acdcalls,da_acdtime,i_availtime,ti_auxtime,o_acdcalls,o_acdtime,i_stafftime
20250630T0800,30128,9,427,1283,90,0,0,1800
20250630T0800,30143,8,373,1382,45,0,0,1800
20250630T0800,30157,6,267,1487,46,0,0,1800
20250630T0800,30201,6,294,1425,81,0,0,1800
20250630T0800,30215,4,241,1494,65,0,0,1800
20250630T0830,30128,14,690,1051,59,0,0,1800
20250630T0830,30143,12,604,1116,80,0,0,1800
20250630T0830,30157,8,432,1269,99,0,0,1800
20250630T0830,30201,10,618,1092,90,0,0,1800
20250630T0830,30215,9,506,1199,95,0,0,1800
20250630T0900,30128,19,1094,613,93,0,0,1800
20250630T0900,30143,16,957,757,86,0,0,1800
20250630T0900,30157,12,684,1002,114,0,0,1800
20250630T0900,30201,12,776,943,81,0,0,1800
20250630T0900,30215,9,634,1051,115,0,0,1800
20250630T0930,30128,24,1084,624,92,0,0,1800
20250630T0930,30143,21,948,759,93,0,0,1800
20250630T0930,30157,15,678,1043,79,0,0,1800
20250630T0930,30201,14,610,1068,122,0,0,1800
20250630T0930,30215,12,500,1218,82,0,0,1800
20250630T1000,30128,22,959,715,126,0,0,1800
20250630T1000,30143,19,839,877,84,0,0,1800
20250630T1000,30157,14,600,1115,85,0,0,1800
20250630T1000,30201,14,741,968,91,0,0,1800
20250630T1000,30215,11,606,1117,77,0,0,1800
20250630T1030,30128,24,1314,403,83,0,0,1800
20250630T1030,30143,21,1150,579,71,0,0,1800
20250630T1030,30157,15,821,900,79,0,0,1800
20250630T1030,30201,13,650,1040,110,0,0,1800
20250630T1030,30215,10,532,1156,112,0,0,1800
20250630T1100,30128,25,1467,240,93,0,0,1800
20250630T1100,30143,22,1284,401,115,0,0,1800
20250630T1100,30157,16,917,775,108,0,0,1800
20250630T1100,30201,12,619,1088,93,0,0,1800
20250630T1100,30215,9,506,1205,89,0,0,1800
20250630T1130,30128,21,1162,562,76,0,0,1800
20250630T1130,30143,19,1017,708,75,0,0,1800
20250630T1130,30157,13,726,997,77,0,0,1800
20250630T1130,30201,11,658,1059,83,0,0,1800
20250630T1130,30215,9,538,1194,68,0,0,1800
20250630T1200,30128,21,1181,532,87,0,0,1800
20250630T1200,30143,19,1033,646,121,0,0,1800
20250630T1200,30157,13,738,967,95,0,0,1800
20250630T1200,30201,8,356,1351,93,0,0,1800
20250630T1200,30215,6,292,1446,62,0,0,1800
20250630T1230,30128,15,667,1069,64,0,0,1800
20250630T1230,30143,13,584,1143,73,0,0,1800
20250630T1230,30157,9,417,1270,113,0,0,1800
20250630T1230,30201,8,670,1059,71,0,0,1800
20250630T1230,30215,7,549,1140,111,0,0,1800
20250630T1300,30128,19,758,958,84,0,0,1800
20250630T1300,30143,17,663,1045,92,0,0,1800
20250630T1300,30157,12,474,1210,116,0,0,1800
20250630T1300,30201,8,520,1189,91,0,0,1800
20250630T1300,30215,6,425,1292,83,0,0,1800
20250630T1330,30128,24,1406,341,53,0,0,1800
20250630T1330,30143,21,1230,471,99,0,0,1800
20250630T1330,30157,15,879,836,85,0,0,1800
20250630T1330,30201,10,526,1174,100,0,0,1800
20250630T1330,30215,8,430,1277,93,0,0,1800
20250630T1400,30128,23,1378,357,65,0,0,1800
20250630T1400,30143,20,1205,500,95,0,0,1800
20250630T1400,30157,14,861,855,84,0,0,1800
20250630T1400,30201,13,834,885,81,0,0,1800
20250630T1400,30215,11,683,1022,95,0,0,1800
20250630T1430,30128,23,1357,343,100,0,0,1800
20250630T1430,30143,20,1188,501,111,0,0,1800
20250630T1430,30157,14,848,842,110,0,0,1800
20250630T1430,30201,15,825,871,104,0,0,1800
20250630T1430,30215,13,675,1050,75,0,0,1800
20250630T1500,30128,17,1066,666,68,0,0,1800
20250630T1500,30143,15,932,760,108,0,0,1800
20250630T1500,30157,10,666,1020,114,0,0,1800
20250630T1500,30201,14,983,717,100,0,0,1800
20250630T1500,30215,11,805,897,98,0,0,1800
20250630T1530,30128,18,1004,714,82,0,0,1800
20250630T1530,30143,15,878,844,78,0,0,1800
20250630T1530,30157,11,627,1091,82,0,0,1800
20250630T1530,30201,11,576,1161,63,0,0,1800
20250630T1530,30215,9,471,1260,69,0,0,1800
20250630T1600,30128,13,729,959,112,0,0,1800
20250630T1600,30143,12,638,1066,96,0,0,1800
20250630T1600,30157,8,456,1255,89,0,0,1800
20250630T1600,30201,11,738,963,99,0,0,1800
20250630T1600,30215,9,604,1112,84,0,0,1800
20250630T1630,30128,13,898,779,123,0,0,1800
20250630T1630,30143,11,786,949,65,0,0,1800
20250630T1630,30157,8,562,1146,92,0,0,1800
20250630T1630,30201,8,512,1193,95,0,0,1800
20250630T1630,30215,7,418,1281,101,0,0,1800
20250630T1700,30128,10,588,1132,80,0,0,1800
20250630T1700,30143,8,514,1197,89,0,0,1800
20250630T1700,30157,6,368,1326,106,0,0,1800
20250630T1700,30201,6,418,1267,115,0,0,1800
20250630T1700,30215,5,342,1362,96,0,0,1800
20250630T1730,30128,4,258,1471,71,0,0,1800
20250630T1730,30143,4,226,1465,109,0,0,1800
20250630T1730,30157,2,161,1555,84,0,0,1800
20250630T1730,30201,3,186,1561,53,0,0,1800
20250630T1730,30215,3,153,1613,34,0,0,1800
