INTERVAL_START,split,acdcalls,acceptable,abncalls,slvlabns,acdtime,holdtime,acwtime,anstime,contactsactive
20250602T0800,44,20,18,0,0,1223,144,352,211,0
20250602T0800,13,12,11,0,0,884,99,322,87,0
20250602T0830,44,35,32,0,0,2256,209,635,343,0
20250602T0830,13,18,17,0,0,983,227,286,123,0
20250602T0900,44,59,54,0,0,3177,248,1124,311,0
20250602T0900,13,20,18,0,0,1592,192,540,217,0
20250602T0930,44,61,55,3,1,3326,648,1690,411,0
20250602T0930,13,24,22,1,1,1710,213,516,193,0
20250602T1000,44,69,63,0,0,4556,236,1825,354,0
20250602T1000,13,23,21,0,0,1449,231,644,126,0
20250602T1030,44,47,43,1,1,2450,427,1248,370,0
20250602T1030,13,25,23,0,0,1078,244,506,287,0
20250602T1100,44,59,54,0,0,3585,444,1426,487,0
20250602T1100,13,18,17,0,0,1215,99,511,182,0
20250602T1130,44,52,47,0,0,3540,582,1174,407,0
20250602T1130,13,20,18,1,1,1042,149,600,160,0
20250602T1200,44,40,36,0,0,2676,385,1062,236,0
20250602T1200,13,17,16,0,0,996,105,432,106,0
20250602T1230,44,37,34,1,1,2496,458,942,337,0
20250602T1230,13,15,14,0,0,756,132,228,78,0
20250602T1300,44,44,40,1,1,1807,497,915,352,0
20250602T1300,13,17,16,0,0,1220,97,374,95,0
20250602T1330,44,51,46,1,1,3494,364,1083,436,0
20250602T1330,13,21,19,0,0,1300,123,401,248,0
20250602T1400,44,60,54,0,0,4012,633,1373,561,0
20250602T1400,13,22,20,0,0,1197,171,824,175,0
20250602T1430,44,50,45,0,0,3183,185,1515,451,0
20250602T1430,13,23,21,1,1,1292,129,498,218,0
20250602T1500,44,49,45,2,1,2954,287,1087,404,0
20250602T1500,13,22,20,0,0,1161,181,608,143,0
20250602T1530,44,42,38,1,1,2698,278,788,495,0
20250602T1530,13,18,17,0,0,1003,87,436,163,0
20250602T1600,44,34,31,0,0,1917,240,1233,229,0
20250602T1600,13,20,18,0,0,1051,133,430,162,0
20250602T1630,44,25,23,0,0,1704,177,587,173,0
20250602T1630,13,15,14,0,0,981,93,341,72,0
20250602T1700,44,20,18,0,0,1202,187,333,142,0
20250602T1700,13,10,9,0,0,601,76,238,101,0
20250602T1730,44,10,9,0,0,679,111,271,115,0
20250602T1730,13,6,6,0,0,274,48,168,56,0
