INTERVAL_START,split,logid,acdcalls,acdtime,holdtime,acwtime
20250602T0800,44,30128,8,489,58,141
20250602T0800,44,30143,7,428,50,123
20250602T0800,44,30157,5,306,36,88
20250602T0800,13,30201,7,486,54,177
20250602T0800,13,30215,5,398,45,145
20250602T0830,44,30128,14,902,84,254
20250602T0830,44,30143,12,790,73,222
20250602T0830,44,30157,9,564,52,159
20250602T0830,13,30201,10,541,125,157
20250602T0830,13,30215,8,442,102,129
20250602T0900,44,30128,24,1271,99,450
20250602T0900,44,30143,21,1112,87,393
20250602T0900,44,30157,15,794,62,281
20250602T0900,13,30201,11,876,106,297
20250602T0900,13,30215,9,716,86,243
20250602T0930,44,30128,24,1330,259,676
20250602T0930,44,30143,21,1164,227,592
20250602T0930,44,30157,15,832,162,422
20250602T0930,13,30201,13,941,117,284
20250602T0930,13,30215,11,770,96,232
20250602T1000,44,30128,28,1822,94,730
20250602T1000,44,30143,24,1595,83,639
20250602T1000,44,30157,17,1139,59,456
20250602T1000,13,30201,13,797,127,354
20250602T1000,13,30215,10,652,104,290
20250602T1030,44,30128,19,980,171,499
20250602T1030,44,30143,16,858,149,437
20250602T1030,44,30157,12,612,107,312
20250602T1030,13,30201,14,593,134,278
20250602T1030,13,30215,11,485,110,228
20250602T1100,44,30128,24,1434,178,570
20250602T1100,44,30143,21,1255,155,499
20250602T1100,44,30157,15,896,111,356
20250602T1100,13,30201,10,668,54,281
20250602T1100,13,30215,8,547,45,230
20250602T1130,44,30128,21,1416,233,470
20250602T1130,44,30143,18,1239,204,411
20250602T1130,44,30157,13,885,146,294
20250602T1130,13,30201,11,573,82,330
20250602T1130,13,30215,9,469,67,270
20250602T1200,44,30128,16,1070,154,425
20250602T1200,44,30143,14,937,135,372
20250602T1200,44,30157,10,669,96,266
20250602T1200,13,30201,9,548,58,238
20250602T1200,13,30215,8,448,47,194
20250602T1230,44,30128,15,998,183,377
20250602T1230,44,30143,13,874,160,330
20250602T1230,44,30157,9,624,114,236
20250602T1230,13,30201,8,416,73,125
20250602T1230,13,30215,7,340,59,103
20250602T1300,44,30128,18,723,199,366
20250602T1300,44,30143,15,632,174,320
20250602T1300,44,30157,11,452,124,229
20250602T1300,13,30201,9,671,53,206
20250602T1300,13,30215,8,549,44,168
20250602T1330,44,30128,20,1398,146,433
20250602T1330,44,30143,18,1223,127,379
20250602T1330,44,30157,13,874,91,271
20250602T1330,13,30201,12,715,68,221
20250602T1330,13,30215,9,585,55,180
20250602T1400,44,30128,24,1605,253,549
20250602T1400,44,30143,21,1404,222,481
20250602T1400,44,30157,15,1003,158,343
20250602T1400,13,30201,12,658,94,453
20250602T1400,13,30215,10,539,77,371
20250602T1430,44,30128,20,1273,74,606
20250602T1430,44,30143,18,1114,65,530
20250602T1430,44,30157,12,796,46,379
20250602T1430,13,30201,13,711,71,274
20250602T1430,13,30215,10,581,58,224
20250602T1500,44,30128,20,1182,115,435
20250602T1500,44,30143,17,1034,100,380
20250602T1500,44,30157,12,738,72,272
20250602T1500,13,30201,12,639,100,334
20250602T1500,13,30215,10,522,81,274
20250602T1530,44,30128,17,1079,111,315
20250602T1530,44,30143,15,944,97,276
20250602T1530,44,30157,10,674,70,197
20250602T1530,13,30201,10,552,48,240
20250602T1530,13,30215,8,451,39,196
20250602T1600,44,30128,14,767,96,493
20250602T1600,44,30143,12,671,84,432
20250602T1600,44,30157,8,479,60,308
20250602T1600,13,30201,11,578,73,237
20250602T1600,13,30215,9,473,60,194
20250602T1630,44,30128,10,682,71,235
20250602T1630,44,30143,9,596,62,205
20250602T1630,44,30157,6,426,44,147
20250602T1630,13,30201,8,540,51,188
20250602T1630,13,30215,7,441,42,153
20250602T1700,44,30128,8,481,75,133
20250602T1700,44,30143,7,421,65,117
20250602T1700,44,30157,5,300,47,83
20250602T1700,13,30201,6,331,42,131
20250602T1700,13,30215,4,270,34,107
20250602T1730,44,30128,4,272,44,108
20250602T1730,44,30143,4,238,39,95
20250602T1730,44,30157,2,170,28,68
20250602T1730,13,30201,3,151,26,92
20250602T1730,13,30215,3,123,22,76
