INTERVAL_START,logid,da_acdcalls,da_acdtime,i_availtime,ti_auxtime,o_acdcalls,o_acdtime,i_stafftime
20250602T0800,30128,8,489,1226,85,0,0,1800
20250602T0800,30143,7,428,1323,49,0,0,1800
20250602T0800,30157,5,306,1403,91,0,0,1800
20250602T0800,30201,7,486,1216,98,0,0,1800
20250602T0800,30215,5,398,1310,92,0,0,1800
20250602T0830,30128,14,902,851,47,0,0,1800
20250602T0830,30143,12,790,946,64,0,0,1800
20250602T0830,30157,9,564,1146,90,0,0,1800
20250602T0830,30201,10,541,1163,96,0,0,1800
20250602T0830,30215,8,442,1280,78,0,0,1800
20250602T0900,30128,24,1271,404,125,0,0,1800
20250602T0900,30143,21,1112,615,73,0,0,1800
20250602T0900,30157,15,794,933,73,0,0,1800
20250602T0900,30201,11,876,826,98,0,0,1800
20250602T0900,30215,9,716,981,103,0,0,1800
20250602T0930,30128,24,1330,403,67,0,0,1800
20250602T0930,30143,21,1164,561,75,0,0,1800
20250602T0930,30157,15,832,873,95,0,0,1800
20250602T0930,30201,13,941,792,67,0,0,1800
20250602T0930,30215,11,770,929,101,0,0,1800
20250602T1000,30128,28,1822,0,88,0,0,1800
20250602T1000,30143,24,1595,117,88,0,0,1800
20250602T1000,30157,17,1139,573,88,0,0,1800
20250602T1000,30201,13,797,912,91,0,0,1800
20250602T1000,30215,10,652,1027,121,0,0,1800
20250602T1030,30128,19,980,723,97,0,0,1800
20250602T1030,30143,16,858,872,70,0,0,1800
20250602T1030,30157,12,612,1100,88,0,0,1800
20250602T1030,30201,14,593,1133,74,0,0,1800
20250602T1030,30215,11,485,1243,72,0,0,1800
20250602T1100,30128,24,1434,263,103,0,0,1800
20250602T1100,30143,21,1255,447,98,0,0,1800
20250602T1100,30157,15,896,788,116,0,0,1800
20250602T1100,30201,10,668,1035,97,0,0,1800
20250602T1100,30215,8,547,1181,72,0,0,1800
20250602T1130,30128,21,1416,325,59,0,0,1800
20250602T1130,30143,18,1239,468,93,0,0,1800
20250602T1130,30157,13,885,830,85,0,0,1800
20250602T1130,30201,11,573,1176,51,0,0,1800
20250602T1130,30215,9,469,1217,114,0,0,1800
20250602T1200,30128,16,1070,642,88,0,0,1800
20250602T1200,30143,14,937,783,80,0,0,1800
20250602T1200,30157,10,669,1056,75,0,0,1800
20250602T1200,30201,9,548,1155,97,0,0,1800
20250602T1200,30215,8,448,1247,105,0,0,1800
20250602T1230,30128,15,998,699,103,0,0,1800
20250602T1230,30143,13,874,830,96,0,0,1800
20250602T1230,30157,9,624,1068,108,0,0,1800
20250602T1230,30201,8,416,1312,72,0,0,1800
20250602T1230,30215,7,340,1395,65,0,0,1800
20250602T1300,30128,18,723,986,91,0,0,1800
20250602T1300,30143,15,632,1051,117,0,0,1800
20250602T1300,30157,11,452,1252,96,0,0,1800
20250602T1300,30201,9,671,1024,105,0,0,1800
20250602T1300,30215,8,549,1175,76,0,0,1800
20250602T1330,30128,20,1398,310,92,0,0,1800
20250602T1330,30143,18,1223,538,39,0,0,1800
20250602T1330,30157,13,874,827,99,0,0,1800
20250602T1330,30201,12,715,1002,83,0,0,1800
20250602T1330,30215,9,585,1145,70,0,0,1800
20250602T1400,30128,24,1605,111,84,0,0,1800
20250602T1400,30143,21,1404,302,94,0,0,1800
20250602T1400,30157,15,1003,725,72,0,0,1800
20250602T1400,30201,12,658,1033,109,0,0,1800
20250602T1400,30215,10,539,1173,88,0,0,1800
20250602T1430,30128,20,1273,461,66,0,0,1800
20250602T1430,30143,18,1114,569,117,0,0,1800
20250602T1430,30157,12,796,954,50,0,0,1800
20250602T1430,30201,13,711,982,107,0,0,1800
20250602T1430,30215,10,581,1117,102,0,0,1800
20250602T1500,30128,20,1182,565,53,0,0,1800
20250602T1500,30143,17,1034,669,97,0,0,1800
20250602T1500,30157,12,738,979,83,0,0,1800
20250602T1500,30201,12,639,1022,139,0,0,1800
20250602T1500,30215,10,522,1187,91,0,0,1800
20250602T1530,30128,17,1079,599,122,0,0,1800
20250602T1530,30143,15,944,771,85,0,0,1800
20250602T1530,30157,10,674,1049,77,0,0,1800
20250602T1530,30201,10,552,1176,72,0,0,1800
20250602T1530,30215,8,451,1243,106,0,0,1800
20250602T1600,30128,14,767,945,88,0,0,1800
20250602T1600,30143,12,671,1046,83,0,0,1800
20250602T1600,30157,8,479,1238,83,0,0,1800
20250602T1600,30201,11,578,1148,74,0,0,1800
20250602T1600,30215,9,473,1220,107,0,0,1800
20250602T1630,30128,10,682,1024,94,0,0,1800
20250602T1630,30143,9,596,1116,88,0,0,1800
20250602T1630,30157,6,426,1308,66,0,0,1800
20250602T1630,30201,8,540,1174,86,0,0,1800
20250602T1630,30215,7,441,1264,95,0,0,1800
20250602T1700,30128,8,481,1238,81,0,0,1800
20250602T1700,30143,7,421,1311,68,0,0,1800
20250602T1700,30157,5,300,1426,74,0,0,1800
20250602T1700,30201,6,331,1404,65,0,0,1800
20250602T1700,30215,4,270,1437,93,0,0,1800
20250602T1730,30128,4,272,1462,66,0,0,1800
20250602T1730,30143,4,238,1463,99,0,0,1800
20250602T1730,30157,2,170,1532,98,0,0,1800
20250602T1730,30201,3,151,1556,93,0,0,1800
20250602T1730,30215,3,123,1587,90,0,0,1800
