INTERVAL_START,split,logid,acdcalls,acdtime,holdtime,acwtime
20250612T0800,44,30128,8,475,41,162
20250612T0800,44,30143,7,416,36,142
20250612T0800,44,30157,5,297,26,101
20250612T0800,13,30201,7,549,51,117
20250612T0800,13,30215,5,449,42,95
20250612T0830,44,30128,12,728,54,314
20250612T0830,44,30143,10,637,48,275
20250612T0830,44,30157,7,455,34,196
20250612T0830,13,30201,10,490,24,281
20250612T0830,13,30215,8,400,19,230
20250612T0900,44,30128,23,702,216,550
20250612T0900,44,30143,20,615,189,482
20250612T0900,44,30157,14,439,135,344
20250612T0900,13,30201,13,953,128,386
20250612T0900,13,30215,10,779,105,315
20250612T0930,44,30128,18,1025,214,406
20250612T0930,44,30143,16,897,188,355
20250612T0930,44,30157,12,640,134,254
20250612T0930,13,30201,12,715,103,391
20250612T0930,13,30215,9,585,85,320
20250612T1000,44,30128,20,1093,0,319
20250612T1000,44,30143,18,956,0,279
20250612T1000,44,30157,13,683,0,200
20250612T1000,13,30201,12,650,79,291
20250612T1000,13,30215,9,531,64,238
20250612T1030,44,30128,21,1532,161,452
20250612T1030,44,30143,19,1340,141,396
20250612T1030,44,30157,13,957,100,283
20250612T1030,13,30201,13,761,139,306
20250612T1030,13,30215,10,623,113,251
20250612T1100,44,30128,22,1402,142,731
20250612T1100,44,30143,19,1226,124,640
20250612T1100,44,30157,14,876,88,457
20250612T1100,13,30201,10,659,43,209
20250612T1100,13,30215,9,539,35,171
20250612T1130,44,30128,26,1035,223,311
20250612T1130,44,30143,23,905,195,272
20250612T1130,44,30157,16,647,140,194
20250612T1130,13,30201,10,647,138,236
20250612T1130,13,30215,8,529,113,193
20250612T1200,44,30128,19,1155,162,428
20250612T1200,44,30143,16,1011,142,374
20250612T1200,44,30157,12,722,101,267
20250612T1200,13,30201,8,576,59,241
20250612T1200,13,30215,7,472,48,198
20250612T1230,44,30128,15,864,166,332
20250612T1230,44,30143,13,756,145,290
20250612T1230,44,30157,10,540,104,208
20250612T1230,13,30201,8,469,64,270
20250612T1230,13,30215,7,383,52,221
20250612T1300,44,30128,15,888,55,422
20250612T1300,44,30143,13,777,48,369
20250612T1300,44,30157,10,555,34,264
20250612T1300,13,30201,9,520,80,310
20250612T1300,13,30215,8,426,65,253
20250612T1330,44,30128,19,1062,159,591
20250612T1330,44,30143,17,929,139,517
20250612T1330,44,30157,12,664,99,370
20250612T1330,13,30201,12,732,123,190
20250612T1330,13,30215,9,599,101,156
20250612T1400,44,30128,21,1169,160,598
20250612T1400,44,30143,19,1023,140,523
20250612T1400,44,30157,13,731,100,374
20250612T1400,13,30201,13,603,94,322
20250612T1400,13,30215,11,494,77,263
20250612T1430,44,30128,21,1163,85,470
20250612T1430,44,30143,18,1017,74,411
20250612T1430,44,30157,13,727,53,294
20250612T1430,13,30201,12,725,124,235
20250612T1430,13,30215,10,594,102,192
20250612T1500,44,30128,17,1268,99,346
20250612T1500,44,30143,15,1110,87,302
20250612T1500,44,30157,11,793,62,216
20250612T1500,13,30201,12,680,69,317
20250612T1500,13,30215,9,556,57,259
20250612T1530,44,30128,16,993,82,426
20250612T1530,44,30143,14,869,71,373
20250612T1530,44,30157,10,620,51,266
20250612T1530,13,30201,10,657,79,330
20250612T1530,13,30215,9,537,65,270
20250612T1600,44,30128,14,1018,46,368
20250612T1600,44,30143,13,890,40,322
20250612T1600,44,30157,9,636,28,230
20250612T1600,13,30201,8,513,100,245
20250612T1600,13,30215,7,420,81,201
20250612T1630,44,30128,10,553,96,262
20250612T1630,44,30143,9,484,84,229
20250612T1630,44,30157,6,346,60,164
20250612T1630,13,30201,8,519,67,165
20250612T1630,13,30215,6,425,55,135
20250612T1700,44,30128,8,485,120,230
20250612T1700,44,30143,7,425,105,202
20250612T1700,44,30157,5,303,75,144
20250612T1700,13,30201,6,411,48,157
20250612T1700,13,30215,4,337,39,128
20250612T1730,44,30128,4,293,24,83
20250612T1730,44,30143,4,257,21,72
20250612T1730,44,30157,2,183,15,52
20250612T1730,13,30201,4,215,20,90
20250612T1730,13,30215,3,176,16,73
