INTERVAL_START,split,logid,acdcalls,acdtime,holdtime,acwtime
20250613T0800,44,30128,7,556,36,216
20250613T0800,44,30143,6,486,31,189
20250613T0800,44,30157,4,347,22,135
20250613T0800,13,30201,5,345,51,128
20250613T0800,13,30215,4,283,42,105
20250613T0830,44,30128,12,775,55,309
20250613T0830,44,30143,10,678,48,270
20250613T0830,44,30157,7,484,34,193
20250613T0830,13,30201,8,421,57,255
20250613T0830,13,30215,7,344,46,209
20250613T0900,44,30128,18,1532,211,505
20250613T0900,44,30143,16,1340,184,442
20250613T0900,44,30157,11,957,132,316
20250613T0900,13,30201,10,476,72,305
20250613T0900,13,30215,9,390,58,249
20250613T0930,44,30128,18,1502,207,331
20250613T0930,44,30143,16,1315,181,290
20250613T0930,44,30157,11,939,129,207
20250613T0930,13,30201,12,694,50,258
20250613T0930,13,30215,9,568,40,212
20250613T1000,44,30128,23,1198,191,700
20250613T1000,44,30143,20,1048,167,612
20250613T1000,44,30157,14,749,120,438
20250613T1000,13,30201,12,480,128,284
20250613T1000,13,30215,9,392,104,233
20250613T1030,44,30128,22,1189,178,636
20250613T1030,44,30143,19,1041,156,556
20250613T1030,44,30157,14,743,111,397
20250613T1030,13,30201,10,598,41,278
20250613T1030,13,30215,8,490,34,228
20250613T1100,44,30128,22,1399,144,597
20250613T1100,44,30143,19,1224,126,523
20250613T1100,44,30157,14,874,90,373
20250613T1100,13,30201,10,536,76,260
20250613T1100,13,30215,8,438,63,212
20250613T1130,44,30128,20,1157,89,409
20250613T1130,44,30143,18,1012,78,358
20250613T1130,44,30157,12,723,56,256
20250613T1130,13,30201,10,469,53,102
20250613T1130,13,30215,8,383,43,84
20250613T1200,44,30128,14,828,122,412
20250613T1200,44,30143,12,724,107,360
20250613T1200,44,30157,9,517,76,258
20250613T1200,13,30201,8,526,79,248
20250613T1200,13,30215,6,430,65,203
20250613T1230,44,30128,11,764,88,317
20250613T1230,44,30143,10,668,77,277
20250613T1230,44,30157,7,477,55,198
20250613T1230,13,30201,7,342,61,156
20250613T1230,13,30215,5,279,50,127
20250613T1300,44,30128,18,1070,154,459
20250613T1300,44,30143,15,936,135,402
20250613T1300,44,30157,11,668,96,287
20250613T1300,13,30201,8,537,51,264
20250613T1300,13,30215,7,439,41,216
20250613T1330,44,30128,15,866,139,381
20250613T1330,44,30143,13,758,121,334
20250613T1330,44,30157,10,541,87,238
20250613T1330,13,30201,11,669,8,309
20250613T1330,13,30215,9,548,7,252
20250613T1400,44,30128,23,1371,262,255
20250613T1400,44,30143,20,1200,229,223
20250613T1400,44,30157,14,857,164,160
20250613T1400,13,30201,9,550,62,222
20250613T1400,13,30215,8,450,51,182
20250613T1430,44,30128,17,972,145,419
20250613T1430,44,30143,15,850,127,367
20250613T1430,44,30157,11,608,91,262
20250613T1430,13,30201,12,828,73,196
20250613T1430,13,30215,10,677,60,160
20250613T1500,44,30128,16,986,186,371
20250613T1500,44,30143,14,862,163,325
20250613T1500,44,30157,10,616,116,232
20250613T1500,13,30201,9,630,87,314
20250613T1500,13,30215,7,515,72,257
20250613T1530,44,30128,15,812,127,347
20250613T1530,44,30143,13,711,111,303
20250613T1530,44,30157,9,508,80,217
20250613T1530,13,30201,9,625,28,174
20250613T1530,13,30215,7,512,22,142
20250613T1600,44,30128,12,676,117,261
20250613T1600,44,30143,11,592,102,229
20250613T1600,44,30157,8,422,73,163
20250613T1600,13,30201,10,574,130,261
20250613T1600,13,30215,8,470,107,213
20250613T1630,44,30128,9,562,83,290
20250613T1630,44,30143,8,491,72,253
20250613T1630,44,30157,6,351,52,181
20250613T1630,13,30201,8,467,42,268
20250613T1630,13,30215,6,382,35,219
20250613T1700,44,30128,7,510,58,187
20250613T1700,44,30143,6,446,51,163
20250613T1700,44,30157,4,318,36,117
20250613T1700,13,30201,5,303,49,119
20250613T1700,13,30215,4,248,40,97
20250613T1730,44,30128,4,232,20,83
20250613T1730,44,30143,3,203,18,72
20250613T1730,44,30157,2,145,13,52
20250613T1730,13,30201,4,222,57,134
20250613T1730,13,30215,3,182,46,109
