INTERVAL_START,logid,da_acdcalls,da_acdtime,i_availtime,ti_auxtime,o_acdcalls,o_acdtime,i_stafftime
20250604T0800,30128,8,332,1385,83,0,0,1800
20250604T0800,30143,7,291,1411,98,0,0,1800
20250604T0800,30157,5,208,1518,74,0,0,1800
20250604T0800,30201,7,303,1393,104,0,0,1800
20250604T0800,30215,5,248,1444,108,0,0,1800
20250604T0830,30128,15,751,972,77,0,0,1800
20250604T0830,30143,13,657,1012,131,0,0,1800
20250604T0830,30157,9,469,1240,91,0,0,1800
20250604T0830,30201,10,588,1091,121,0,0,1800
20250604T0830,30215,8,481,1234,85,0,0,1800
20250604T0900,30128,18,1205,486,109,0,0,1800
20250604T0900,30143,16,1054,671,75,0,0,1800
20250604T0900,30157,11,753,980,67,0,0,1800
20250604T0900,30201,12,591,1134,75,0,0,1800
20250604T0900,30215,9,483,1187,130,0,0,1800
20250604T0930,30128,23,1435,274,91,0,0,1800
20250604T0930,30143,20,1256,462,82,0,0,1800
20250604T0930,30157,14,897,811,92,0,0,1800
20250604T0930,30201,10,685,999,116,0,0,1800
20250604T0930,30215,9,560,1125,115,0,0,1800
20250604T1000,30128,24,1162,562,76,0,0,1800
20250604T1000,30143,21,1017,688,95,0,0,1800
20250604T1000,30157,15,726,986,88,0,0,1800
20250604T1000,30201,12,767,962,71,0,0,1800
20250604T1000,30215,10,627,1046,127,0,0,1800
20250604T1030,30128,24,1645,100,55,0,0,1800
20250604T1030,30143,21,1440,302,58,0,0,1800
20250604T1030,30157,15,1028,649,123,0,0,1800
20250604T1030,30201,12,713,995,92,0,0,1800
20250604T1030,30215,9,583,1135,82,0,0,1800
20250604T1100,30128,26,1754,0,116,0,0,1800
20250604T1100,30143,23,1535,207,58,0,0,1800
20250604T1100,30157,16,1096,611,93,0,0,1800
20250604T1100,30201,12,612,1086,102,0,0,1800
20250604T1100,30215,9,501,1206,93,0,0,1800
20250604T1130,30128,23,1554,159,87,0,0,1800
20250604T1130,30143,20,1359,335,106,0,0,1800
20250604T1130,30157,14,971,710,119,0,0,1800
20250604T1130,30201,12,511,1225,64,0,0,1800
20250604T1130,30215,9,418,1311,71,0,0,1800
20250604T1200,30128,19,960,770,70,0,0,1800
20250604T1200,30143,17,840,838,122,0,0,1800
20250604T1200,30157,12,600,1089,111,0,0,1800
20250604T1200,30201,10,768,944,88,0,0,1800
20250604T1200,30215,8,628,1081,91,0,0,1800
20250604T1230,30128,13,828,869,103,0,0,1800
20250604T1230,30143,11,724,947,129,0,0,1800
20250604T1230,30157,8,517,1197,86,0,0,1800
20250604T1230,30201,7,449,1242,109,0,0,1800
20250604T1230,30215,5,368,1345,87,0,0,1800
20250604T1300,30128,17,1057,645,98,0,0,1800
20250604T1300,30143,15,925,801,74,0,0,1800
20250604T1300,30157,11,660,1087,53,0,0,1800
20250604T1300,30201,8,513,1211,76,0,0,1800
20250604T1300,30215,6,420,1284,96,0,0,1800
20250604T1330,30128,18,743,977,80,0,0,1800
20250604T1330,30143,16,650,1060,90,0,0,1800
20250604T1330,30157,12,464,1273,63,0,0,1800
20250604T1330,30201,12,599,1128,73,0,0,1800
20250604T1330,30215,9,490,1207,103,0,0,1800
20250604T1400,30128,21,1352,378,70,0,0,1800
20250604T1400,30143,18,1183,538,79,0,0,1800
20250604T1400,30157,13,845,885,70,0,0,1800
20250604T1400,30201,12,662,1044,94,0,0,1800
20250604T1400,30215,9,542,1159,99,0,0,1800
20250604T1430,30128,18,1382,328,90,0,0,1800
20250604T1430,30143,16,1209,508,83,0,0,1800
20250604T1430,30157,12,864,819,117,0,0,1800
20250604T1430,30201,13,695,1008,97,0,0,1800
20250604T1430,30215,10,569,1149,82,0,0,1800
20250604T1500,30128,16,946,726,128,0,0,1800
20250604T1500,30143,14,827,905,68,0,0,1800
20250604T1500,30157,10,591,1128,81,0,0,1800
20250604T1500,30201,13,798,932,70,0,0,1800
20250604T1500,30215,10,653,1094,53,0,0,1800
20250604T1530,30128,16,872,823,105,0,0,1800
20250604T1530,30143,14,763,961,76,0,0,1800
20250604T1530,30157,10,545,1189,66,0,0,1800
20250604T1530,30201,10,758,973,69,0,0,1800
20250604T1530,30215,9,620,1104,76,0,0,1800
20250604T1600,30128,14,744,960,96,0,0,1800
20250604T1600,30143,12,651,1086,63,0,0,1800
20250604T1600,30157,8,465,1198,137,0,0,1800
20250604T1600,30201,10,783,908,109,0,0,1800
20250604T1600,30215,9,640,1050,110,0,0,1800
20250604T1630,30128,10,475,1233,92,0,0,1800
20250604T1630,30143,9,415,1307,78,0,0,1800
20250604T1630,30157,6,297,1386,117,0,0,1800
20250604T1630,30201,7,453,1242,105,0,0,1800
20250604T1630,30215,6,370,1271,159,0,0,1800
20250604T1700,30128,7,327,1396,77,0,0,1800
20250604T1700,30143,6,286,1410,104,0,0,1800
20250604T1700,30157,4,204,1525,71,0,0,1800
20250604T1700,30201,7,416,1324,60,0,0,1800
20250604T1700,30215,5,341,1385,74,0,0,1800
20250604T1730,30128,4,268,1469,63,0,0,1800
20250604T1730,30143,4,234,1494,72,0,0,1800
20250604T1730,30157,2,167,1514,119,0,0,1800
20250604T1730,30201,4,190,1497,113,0,0,1800
20250604T1730,30215,3,156,1584,60,0,0,1800
