INTERVAL_START,split,acdcalls,acceptable,abncalls,slvlabns,acdtime,holdtime,acwtime,anstime,contactsactive
20250625T0800,44,20,18,0,0,1649,46,526,115,0
20250625T0800,13,12,11,0,0,672,76,182,81,0
20250625T0830,44,31,28,0,0,2045,140,804,218,0
20250625T0830,13,17,16,1,1,1035,252,422,126,0
20250625T0900,44,58,53,0,0,3434,262,1711,403,0
20250625T0900,13,19,18,0,0,1363,27,397,134,0
20250625T0930,44,50,45,2,1,2931,234,1079,310,0
20250625T0930,13,21,19,1,1,1581,157,430,208,0
20250625T1000,44,53,48,0,0,4364,424,1402,443,0
20250625T1000,13,23,21,1,1,1414,224,624,149,0
20250625T1030,44,56,51,2,1,3948,433,1098,444,0
20250625T1030,13,21,19,0,0,1216,118,756,120,0
20250625T1100,44,58,53,0,0,3104,367,1856,566,0
20250625T1100,13,21,19,0,0,1409,171,453,84,0
20250625T1130,44,57,52,3,1,4802,186,1692,399,0
20250625T1130,13,21,19,1,1,1033,212,477,253,0
20250625T1200,44,46,42,0,0,2234,293,1339,469,0
20250625T1200,13,16,15,1,1,924,161,340,81,0
20250625T1230,44,37,34,0,0,2190,557,862,343,0
20250625T1230,13,13,12,0,0,901,58,344,100,0
20250625T1300,44,50,45,0,0,3513,267,1789,390,0
20250625T1300,13,18,17,0,0,1243,136,436,167,0
20250625T1330,44,45,41,0,0,2145,223,1161,319,0
20250625T1330,13,17,16,0,0,1449,63,377,146,0
20250625T1400,44,59,54,0,0,4173,725,1164,481,0
20250625T1400,13,18,17,1,1,837,184,539,165,0
20250625T1430,44,53,48,0,0,3060,492,1384,471,0
20250625T1430,13,23,21,0,0,1440,134,549,197,0
20250625T1500,44,49,45,0,0,2766,197,717,320,0
20250625T1500,13,21,19,1,1,1612,203,498,109,0
20250625T1530,44,40,36,0,0,2631,272,1054,233,0
20250625T1530,13,20,18,0,0,1462,175,663,164,0
20250625T1600,44,35,32,2,1,2006,227,1010,328,0
20250625T1600,13,18,17,0,0,1199,65,455,69,0
20250625T1630,44,25,23,0,0,1213,175,326,225,0
20250625T1630,13,13,12,0,0,537,139,432,106,0
20250625T1700,44,20,18,0,0,1381,99,505,148,0
20250625T1700,13,12,11,0,0,809,57,279,47,0
20250625T1730,44,11,10,0,0,576,75,386,77,0
20250625T1730,13,6,6,0,0,365,62,148,47,0
