INTERVAL_START,logid,da_acdcalls,da_acdtime,i_availtime,ti_auxtime,o_acdcalls,o_acdtime,i_stafftime
20250606T0800,30128,7,445,1219,136,0,0,1800
20250606T0800,30143,6,390,1333,77,0,0,1800
20250606T0800,30157,4,278,1450,72,0,0,1800
20250606T0800,30201,4,157,1538,105,0,0,1800
20250606T0800,30215,4,128,1591,81,0,0,1800
20250606T0830,30128,13,1075,628,97,0,0,1800
20250606T0830,30143,12,941,761,98,0,0,1800
20250606T0830,30157,8,672,1012,116,0,0,1800
20250606T0830,30201,9,455,1242,103,0,0,1800
20250606T0830,30215,7,373,1338,89,0,0,1800
20250606T0900,30128,17,1204,490,106,0,0,1800
20250606T0900,30143,15,1054,666,80,0,0,1800
20250606T0900,30157,11,752,936,112,0,0,1800
20250606T0900,30201,9,405,1311,84,0,0,1800
20250606T0900,30215,8,332,1321,147,0,0,1800
20250606T0930,30128,20,1019,710,71,0,0,1800
20250606T0930,30143,17,891,828,81,0,0,1800
20250606T0930,30157,12,637,1096,67,0,0,1800
20250606T0930,30201,12,809,929,62,0,0,1800
20250606T0930,30215,9,662,1040,98,0,0,1800
20250606T1000,30128,21,1173,541,86,0,0,1800
20250606T1000,30143,19,1026,701,73,0,0,1800
20250606T1000,30157,13,733,989,78,0,0,1800
20250606T1000,30201,12,710,999,91,0,0,1800
20250606T1000,30215,9,580,1142,78,0,0,1800
20250606T1030,30128,20,1248,469,83,0,0,1800
20250606T1030,30143,18,1092,644,64,0,0,1800
20250606T1030,30157,13,780,932,88,0,0,1800
20250606T1030,30201,12,783,958,59,0,0,1800
20250606T1030,30215,9,640,1087,73,0,0,1800
20250606T1100,30128,22,1502,221,77,0,0,1800
20250606T1100,30143,19,1314,404,82,0,0,1800
20250606T1100,30157,14,939,793,68,0,0,1800
20250606T1100,30201,11,651,1067,82,0,0,1800
20250606T1100,30215,9,533,1169,98,0,0,1800
20250606T1130,30128,20,1283,457,60,0,0,1800
20250606T1130,30143,17,1123,625,52,0,0,1800
20250606T1130,30157,12,802,914,84,0,0,1800
20250606T1130,30201,8,787,891,122,0,0,1800
20250606T1130,30215,7,644,1098,58,0,0,1800
20250606T1200,30128,14,866,870,64,0,0,1800
20250606T1200,30143,12,758,911,131,0,0,1800
20250606T1200,30157,9,541,1164,95,0,0,1800
20250606T1200,30201,8,452,1232,116,0,0,1800
20250606T1200,30215,6,370,1385,45,0,0,1800
20250606T1230,30128,12,741,987,72,0,0,1800
20250606T1230,30143,10,648,1023,129,0,0,1800
20250606T1230,30157,8,463,1268,69,0,0,1800
20250606T1230,30201,7,453,1252,95,0,0,1800
20250606T1230,30215,6,371,1362,67,0,0,1800
20250606T1300,30128,16,1266,421,113,0,0,1800
20250606T1300,30143,14,1107,590,103,0,0,1800
20250606T1300,30157,10,791,955,54,0,0,1800
20250606T1300,30201,7,571,1165,64,0,0,1800
20250606T1300,30215,6,468,1250,82,0,0,1800
20250606T1330,30128,18,1311,416,73,0,0,1800
20250606T1330,30143,16,1147,502,151,0,0,1800
20250606T1330,30157,11,819,879,102,0,0,1800
20250606T1330,30201,10,582,1133,85,0,0,1800
20250606T1330,30215,8,477,1242,81,0,0,1800
20250606T1400,30128,22,1674,40,86,0,0,1800
20250606T1400,30143,20,1465,248,87,0,0,1800
20250606T1400,30157,14,1046,640,114,0,0,1800
20250606T1400,30201,12,928,762,110,0,0,1800
20250606T1400,30215,10,760,962,78,0,0,1800
20250606T1430,30128,18,1252,480,68,0,0,1800
20250606T1430,30143,15,1096,616,88,0,0,1800
20250606T1430,30157,11,783,909,108,0,0,1800
20250606T1430,30201,10,553,1143,104,0,0,1800
20250606T1430,30215,9,453,1247,100,0,0,1800
20250606T1500,30128,16,1106,611,83,0,0,1800
20250606T1500,30143,14,967,670,163,0,0,1800
20250606T1500,30157,10,691,1013,96,0,0,1800
20250606T1500,30201,11,672,1038,90,0,0,1800
20250606T1500,30215,9,549,1160,91,0,0,1800
20250606T1530,30128,13,541,1144,115,0,0,1800
20250606T1530,30143,11,474,1270,56,0,0,1800
20250606T1530,30157,8,338,1358,104,0,0,1800
20250606T1530,30201,9,554,1150,96,0,0,1800
20250606T1530,30215,8,454,1241,105,0,0,1800
20250606T1600,30128,13,815,897,88,0,0,1800
20250606T1600,30143,11,713,1002,85,0,0,1800
20250606T1600,30157,8,509,1199,92,0,0,1800
20250606T1600,30201,9,472,1236,92,0,0,1800
20250606T1600,30215,8,387,1326,87,0,0,1800
20250606T1630,30128,9,600,1100,100,0,0,1800
20250606T1630,30143,8,525,1230,45,0,0,1800
20250606T1630,30157,6,375,1343,82,0,0,1800
20250606T1630,30201,8,450,1275,75,0,0,1800
20250606T1630,30215,6,369,1354,77,0,0,1800
20250606T1700,30128,6,374,1322,104,0,0,1800
20250606T1700,30143,5,327,1399,74,0,0,1800
20250606T1700,30157,4,234,1470,96,0,0,1800
20250606T1700,30201,6,276,1494,30,0,0,1800
20250606T1700,30215,4,225,1456,119,0,0,1800
20250606T1730,30128,3,238,1491,71,0,0,1800
20250606T1730,30143,3,209,1488,103,0,0,1800
20250606T1730,30157,2,149,1523,128,0,0,1800
20250606T1730,30201,3,133,1534,133,0,0,1800
20250606T1730,30215,2,109,1605,86,0,0,1800
