INTERVAL_START,split,logid,acdcalls,acdtime,holdtime,acwtime
20250620T0800,44,30128,8,348,66,125
20250620T0800,44,30143,7,304,58,110
20250620T0800,44,30157,5,218,42,78
20250620T0800,13,30201,6,383,63,162
20250620T0800,13,30215,5,314,51,133
20250620T0830,44,30128,13,910,44,194
20250620T0830,44,30143,12,796,38,169
20250620T0830,44,30157,8,569,28,121
20250620T0830,13,30201,9,372,52,148
20250620T0830,13,30215,7,304,42,121
20250620T0900,44,30128,17,1106,66,440
20250620T0900,44,30143,15,968,57,385
20250620T0900,44,30157,11,692,41,275
20250620T0900,13,30201,11,738,172,313
20250620T0900,13,30215,9,603,140,256
20250620T0930,44,30128,19,917,213,406
20250620T0930,44,30143,16,803,186,356
20250620T0930,44,30157,12,573,133,254
20250620T0930,13,30201,9,605,76,234
20250620T0930,13,30215,7,495,63,192
20250620T1000,44,30128,19,1090,134,296
20250620T1000,44,30143,16,954,118,259
20250620T1000,44,30157,12,682,84,185
20250620T1000,13,30201,10,640,113,224
20250620T1000,13,30215,9,523,93,183
20250620T1030,44,30128,20,1380,152,504
20250620T1030,44,30143,18,1208,133,441
20250620T1030,44,30157,13,863,95,315
20250620T1030,13,30201,11,635,116,258
20250620T1030,13,30215,9,520,95,212
20250620T1100,44,30128,24,1822,273,658
20250620T1100,44,30143,21,1594,239,576
20250620T1100,44,30157,15,1138,170,411
20250620T1100,13,30201,10,520,60,186
20250620T1100,13,30215,8,425,49,153
20250620T1130,44,30128,19,888,148,518
20250620T1130,44,30143,16,777,130,453
20250620T1130,44,30157,12,555,92,324
20250620T1130,13,30201,9,402,89,306
20250620T1130,13,30215,7,328,73,251
20250620T1200,44,30128,15,906,127,330
20250620T1200,44,30143,13,793,111,289
20250620T1200,44,30157,9,566,80,206
20250620T1200,13,30201,8,422,55,135
20250620T1200,13,30215,6,345,45,111
20250620T1230,44,30128,13,600,64,294
20250620T1230,44,30143,12,525,56,258
20250620T1230,44,30157,8,375,40,184
20250620T1230,13,30201,7,489,38,201
20250620T1230,13,30215,5,400,31,164
20250620T1300,44,30128,15,1052,140,326
20250620T1300,44,30143,13,920,122,285
20250620T1300,44,30157,9,657,87,204
20250620T1300,13,30201,8,559,0,185
20250620T1300,13,30215,7,458,0,151
20250620T1330,44,30128,18,1138,126,337
20250620T1330,44,30143,15,996,110,295
20250620T1330,44,30157,11,711,79,210
20250620T1330,13,30201,8,602,91,154
20250620T1330,13,30215,7,492,75,126
20250620T1400,44,30128,21,992,190,634
20250620T1400,44,30143,18,868,167,555
20250620T1400,44,30157,13,620,119,396
20250620T1400,13,30201,12,655,131,292
20250620T1400,13,30215,9,536,108,238
20250620T1430,44,30128,17,970,251,293
20250620T1430,44,30143,15,849,220,256
20250620T1430,44,30157,10,606,157,183
20250620T1430,13,30201,12,798,105,293
20250620T1430,13,30215,9,652,86,239
20250620T1500,44,30128,16,1010,130,206
20250620T1500,44,30143,14,883,113,180
20250620T1500,44,30157,10,631,81,128
20250620T1500,13,30201,10,439,68,294
20250620T1500,13,30215,8,360,55,241
20250620T1530,44,30128,15,866,7,230
20250620T1530,44,30143,13,758,6,201
20250620T1530,44,30157,9,542,4,144
20250620T1530,13,30201,10,536,78,285
20250620T1530,13,30215,9,439,64,234
20250620T1600,44,30128,12,670,46,269
20250620T1600,44,30143,10,587,41,236
20250620T1600,44,30157,8,419,29,168
20250620T1600,13,30201,8,544,56,207
20250620T1600,13,30215,7,445,45,169
20250620T1630,44,30128,10,397,46,232
20250620T1630,44,30143,9,347,40,203
20250620T1630,44,30157,6,248,29,145
20250620T1630,13,30201,6,422,47,141
20250620T1630,13,30215,5,346,38,115
20250620T1700,44,30128,8,469,73,207
20250620T1700,44,30143,7,410,64,181
20250620T1700,44,30157,5,293,46,129
20250620T1700,13,30201,6,297,34,156
20250620T1700,13,30215,4,243,27,127
20250620T1730,44,30128,4,194,15,83
20250620T1730,44,30143,3,170,13,73
20250620T1730,44,30157,2,121,9,52
20250620T1730,13,30201,3,218,34,81
20250620T1730,13,30215,3,179,28,66
