INTERVAL_START,split,acdcalls,acceptable,abncalls,slvlabns,acdtime,holdtime,acwtime,anstime,contactsactive
20250620T0800,44,19,18,1,1,870,166,313,136,0
20250620T0800,13,11,10,0,0,697,114,295,89,0
20250620T0830,44,33,30,1,1,2275,110,484,419,0
20250620T0830,13,16,15,0,0,676,94,269,125,0
20250620T0900,44,43,39,2,1,2766,164,1100,377,0
20250620T0900,13,20,18,0,0,1341,312,569,168,0
20250620T0930,44,47,43,1,1,2293,532,1016,355,0
20250620T0930,13,16,15,0,0,1100,139,426,89,0
20250620T1000,44,47,43,1,1,2726,336,739,487,0
20250620T1000,13,19,18,0,0,1163,206,407,133,0
20250620T1030,44,51,46,0,0,3451,379,1260,667,0
20250620T1030,13,20,18,0,0,1155,211,470,173,0
20250620T1100,44,60,54,0,0,4554,682,1645,671,0
20250620T1100,13,18,17,0,0,945,109,339,92,0
20250620T1130,44,47,43,0,0,2220,370,1294,373,0
20250620T1130,13,16,15,0,0,730,162,557,182,0
20250620T1200,44,37,34,0,0,2266,318,826,232,0
20250620T1200,13,14,13,0,0,767,100,246,160,0
20250620T1230,44,33,30,0,0,1500,161,736,306,0
20250620T1230,13,12,11,0,0,889,69,365,88,0
20250620T1300,44,37,34,0,0,2629,349,815,341,0
20250620T1300,13,15,14,0,0,1017,0,336,111,0
20250620T1330,44,44,40,0,0,2845,315,842,284,0
20250620T1330,13,15,14,0,0,1094,166,280,79,0
20250620T1400,44,52,47,2,1,2481,476,1585,521,0
20250620T1400,13,21,19,1,1,1191,239,530,167,0
20250620T1430,44,42,38,0,0,2426,628,732,383,0
20250620T1430,13,21,19,0,0,1450,190,532,181,0
20250620T1500,44,41,37,1,1,2524,324,514,175,0
20250620T1500,13,18,17,1,1,799,123,535,182,0
20250620T1530,44,37,34,1,1,2166,17,574,348,0
20250620T1530,13,19,18,0,0,975,142,519,149,0
20250620T1600,44,30,27,0,0,1676,116,673,271,0
20250620T1600,13,15,14,0,0,989,101,376,109,0
20250620T1630,44,25,23,0,0,992,115,581,217,0
20250620T1630,13,11,10,0,0,768,85,256,105,0
20250620T1700,44,19,18,0,0,1172,182,517,177,0
20250620T1700,13,10,9,0,0,540,61,283,61,0
20250620T1730,44,9,9,0,0,485,37,208,55,0
20250620T1730,13,6,6,0,0,397,62,147,52,0
