INTERVAL_START,split,logid,acdcalls,acdtime,holdtime,acwtime
20250616T0800,44,30128,9,612,59,207
20250616T0800,44,30143,8,535,51,181
20250616T0800,44,30157,6,382,37,130
20250616T0800,13,30201,7,288,73,162
20250616T0800,13,30215,5,236,59,132
20250616T0830,44,30128,14,969,192,333
20250616T0830,44,30143,13,848,168,292
20250616T0830,44,30157,9,606,120,208
20250616T0830,13,30201,10,550,81,166
20250616T0830,13,30215,8,450,66,136
20250616T0900,44,30128,19,1127,105,357
20250616T0900,44,30143,17,986,92,312
20250616T0900,44,30157,12,704,66,223
20250616T0900,13,30201,10,751,129,314
20250616T0900,13,30215,9,615,105,256
20250616T0930,44,30128,23,1573,169,430
20250616T0930,44,30143,20,1377,148,376
20250616T0930,44,30157,14,983,106,268
20250616T0930,13,30201,13,875,151,287
20250616T0930,13,30215,10,716,124,234
20250616T1000,44,30128,26,2109,276,678
20250616T1000,44,30143,22,1845,241,593
20250616T1000,44,30157,16,1318,172,424
20250616T1000,13,30201,12,661,81,318
20250616T1000,13,30215,10,540,66,261
20250616T1030,44,30128,20,1300,100,510
20250616T1030,44,30143,18,1138,88,446
20250616T1030,44,30157,12,812,63,319
20250616T1030,13,30201,11,604,79,317
20250616T1030,13,30215,9,495,65,259
20250616T1100,44,30128,28,1306,269,582
20250616T1100,44,30143,24,1143,235,509
20250616T1100,44,30157,17,816,168,364
20250616T1100,13,30201,12,650,75,233
20250616T1100,13,30215,10,531,62,190
20250616T1130,44,30128,23,1570,190,675
20250616T1130,44,30143,20,1374,167,591
20250616T1130,44,30157,14,981,119,422
20250616T1130,13,30201,10,544,75,345
20250616T1130,13,30215,8,445,61,283
20250616T1200,44,30128,20,808,159,611
20250616T1200,44,30143,17,707,139,534
20250616T1200,44,30157,12,505,100,382
20250616T1200,13,30201,9,535,64,274
20250616T1200,13,30215,8,437,53,224
20250616T1230,44,30128,16,953,207,238
20250616T1230,44,30143,14,834,181,208
20250616T1230,44,30157,10,596,130,148
20250616T1230,13,30201,8,584,46,182
20250616T1230,13,30215,6,477,37,149
20250616T1300,44,30128,19,869,120,587
20250616T1300,44,30143,16,760,105,514
20250616T1300,44,30157,12,543,75,367
20250616T1300,13,30201,8,568,122,250
20250616T1300,13,30215,7,465,100,204
20250616T1330,44,30128,24,891,144,448
20250616T1330,44,30143,21,780,126,392
20250616T1330,44,30157,15,557,90,280
20250616T1330,13,30201,10,578,78,317
20250616T1330,13,30215,9,473,63,259
20250616T1400,44,30128,24,1457,204,685
20250616T1400,44,30143,21,1275,178,599
20250616T1400,44,30157,15,910,128,428
20250616T1400,13,30201,13,708,40,334
20250616T1400,13,30215,11,580,32,273
20250616T1430,44,30128,22,1756,134,388
20250616T1430,44,30143,20,1536,117,340
20250616T1430,44,30157,14,1097,84,243
20250616T1430,13,30201,13,669,122,400
20250616T1430,13,30215,11,547,99,327
20250616T1500,44,30128,17,954,146,408
20250616T1500,44,30143,15,835,128,357
20250616T1500,44,30157,10,596,91,255
20250616T1500,13,30201,12,756,59,268
20250616T1500,13,30215,10,618,49,220
20250616T1530,44,30128,19,1054,143,453
20250616T1530,44,30143,16,922,125,396
20250616T1530,44,30157,12,658,90,283
20250616T1530,13,30201,9,586,83,350
20250616T1530,13,30215,8,480,68,287
20250616T1600,44,30128,16,872,155,316
20250616T1600,44,30143,14,763,136,277
20250616T1600,44,30157,10,545,97,198
20250616T1600,13,30201,12,866,71,180
20250616T1600,13,30215,10,709,58,147
20250616T1630,44,30128,10,706,94,252
20250616T1630,44,30143,9,617,82,220
20250616T1630,44,30157,6,441,58,158
20250616T1630,13,30201,8,502,62,249
20250616T1630,13,30215,6,410,50,204
20250616T1700,44,30128,9,433,112,217
20250616T1700,44,30143,8,379,98,190
20250616T1700,44,30157,6,271,70,136
20250616T1700,13,30201,7,406,38,125
20250616T1700,13,30215,5,333,32,103
20250616T1730,44,30128,4,246,35,134
20250616T1730,44,30143,4,216,31,117
20250616T1730,44,30157,3,154,22,84
20250616T1730,13,30201,4,232,31,84
20250616T1730,13,30215,4,190,26,68
