INTERVAL_START,split,logid,acdcalls,acdtime,holdtime,acwtime
20250603T0800,44,30128,8,367,26,259
20250603T0800,44,30143,7,321,23,226
20250603T0800,44,30157,5,229,16,162
20250603T0800,13,30201,7,308,40,172
20250603T0800,13,30215,5,252,33,140
20250603T0830,44,30128,13,588,64,332
20250603T0830,44,30143,12,514,56,290
20250603T0830,44,30157,8,367,40,208
20250603T0830,13,30201,9,622,118,193
20250603T0830,13,30215,8,509,96,158
20250603T0900,44,30128,21,1258,249,525
20250603T0900,44,30143,19,1101,218,460
20250603T0900,44,30157,13,786,156,328
20250603T0900,13,30201,10,486,69,180
20250603T0900,13,30215,9,398,57,147
20250603T0930,44,30128,22,653,104,649
20250603T0930,44,30143,19,571,91,568
20250603T0930,44,30157,14,408,65,406
20250603T0930,13,30201,11,877,112,317
20250603T0930,13,30215,9,718,91,259
20250603T1000,44,30128,22,1713,33,602
20250603T1000,44,30143,19,1499,29,527
20250603T1000,44,30157,14,1070,20,376
20250603T1000,13,30201,13,740,51,400
20250603T1000,13,30215,10,606,42,327
20250603T1030,44,30128,21,1200,357,594
20250603T1030,44,30143,19,1050,312,520
20250603T1030,44,30157,13,750,223,372
20250603T1030,13,30201,10,561,58,336
20250603T1030,13,30215,9,459,48,274
20250603T1100,44,30128,24,1814,116,473
20250603T1100,44,30143,21,1587,102,414
20250603T1100,44,30157,15,1134,72,296
20250603T1100,13,30201,11,632,144,226
20250603T1100,13,30215,9,517,118,184
20250603T1130,44,30128,23,1552,90,540
20250603T1130,44,30143,20,1358,79,472
20250603T1130,44,30157,14,970,56,337
20250603T1130,13,30201,9,539,100,298
20250603T1130,13,30215,7,441,82,244
20250603T1200,44,30128,19,1270,168,514
20250603T1200,44,30143,16,1111,147,450
20250603T1200,44,30157,12,794,105,321
20250603T1200,13,30201,8,691,65,114
20250603T1200,13,30215,7,566,53,93
20250603T1230,44,30128,14,910,100,390
20250603T1230,44,30143,12,796,88,342
20250603T1230,44,30157,8,568,62,244
20250603T1230,13,30201,7,488,42,208
20250603T1230,13,30215,6,399,35,171
20250603T1300,44,30128,18,1298,186,585
20250603T1300,44,30143,16,1135,163,512
20250603T1300,44,30157,12,811,116,366
20250603T1300,13,30201,9,440,67,173
20250603T1300,13,30215,7,360,54,141
20250603T1330,44,30128,18,1355,92,368
20250603T1330,44,30143,16,1186,81,322
20250603T1330,44,30157,12,847,58,230
20250603T1330,13,30201,10,634,36,228
20250603T1330,13,30215,8,518,30,186
20250603T1400,44,30128,21,1630,216,598
20250603T1400,44,30143,19,1426,189,523
20250603T1400,44,30157,13,1018,135,374
20250603T1400,13,30201,13,1018,130,394
20250603T1400,13,30215,10,832,106,323
20250603T1430,44,30128,19,944,171,297
20250603T1430,44,30143,17,826,149,260
20250603T1430,44,30157,12,590,107,186
20250603T1430,13,30201,12,692,53,343
20250603T1430,13,30215,9,567,43,280
20250603T1500,44,30128,15,869,154,283
20250603T1500,44,30143,13,761,135,248
20250603T1500,44,30157,9,543,96,177
20250603T1500,13,30201,10,622,127,162
20250603T1500,13,30215,8,509,104,132
20250603T1530,44,30128,16,803,147,387
20250603T1530,44,30143,14,702,128,339
20250603T1530,44,30157,10,502,92,242
20250603T1530,13,30201,11,494,74,286
20250603T1530,13,30215,9,404,60,234
20250603T1600,44,30128,15,976,146,510
20250603T1600,44,30143,13,854,128,447
20250603T1600,44,30157,9,610,92,319
20250603T1600,13,30201,9,590,106,256
20250603T1600,13,30215,7,482,86,210
20250603T1630,44,30128,10,579,52,218
20250603T1630,44,30143,8,506,46,191
20250603T1630,44,30157,6,362,32,136
20250603T1630,13,30201,8,338,108,248
20250603T1630,13,30215,7,276,89,202
20250603T1700,44,30128,8,468,80,233
20250603T1700,44,30143,7,409,70,204
20250603T1700,44,30157,5,292,50,146
20250603T1700,13,30201,6,383,61,144
20250603T1700,13,30215,4,314,50,117
20250603T1730,44,30128,4,208,38,101
20250603T1730,44,30143,4,182,34,88
20250603T1730,44,30157,2,130,24,63
20250603T1730,13,30201,4,226,30,59
20250603T1730,13,30215,3,184,24,49
