INTERVAL_START,logid,da_acdcalls,da_acdtime,i_availtime,ti_auxtime,o_acdcalls,o_acdtime,i_stafftime
20250603T0800,30128,8,367,1343,90,0,0,1800
20250603T0800,30143,7,321,1390,89,0,0,1800
20250603T0800,30157,5,229,1496,75,0,0,1800
20250603T0800,30201,7,308,1406,86,0,0,1800
20250603T0800,30215,5,252,1464,84,0,0,1800
20250603T0830,30128,13,588,1100,112,0,0,1800
20250603T0830,30143,12,514,1204,82,0,0,1800
20250603T0830,30157,8,367,1365,68,0,0,1800
20250603T0830,30201,9,622,1086,92,0,0,1800
20250603T0830,30215,8,509,1181,110,0,0,1800
20250603T0900,30128,21,1258,434,108,0,0,1800
20250603T0900,30143,19,1101,591,108,0,0,1800
20250603T0900,30157,13,786,940,74,0,0,1800
20250603T0900,30201,10,486,1194,120,0,0,1800
20250603T0900,30215,9,398,1322,80,0,0,1800
20250603T0930,30128,22,653,1068,79,0,0,1800
20250603T0930,30143,19,571,1166,63,0,0,1800
20250603T0930,30157,14,408,1288,104,0,0,1800
20250603T0930,30201,11,877,817,106,0,0,1800
20250603T0930,30215,9,718,972,110,0,0,1800
20250603T1000,30128,22,1713,7,80,0,0,1800
20250603T1000,30143,19,1499,242,59,0,0,1800
20250603T1000,30157,14,1070,613,117,0,0,1800
20250603T1000,30201,13,740,952,108,0,0,1800
20250603T1000,30215,10,606,1082,112,0,0,1800
20250603T1030,30128,21,1200,507,93,0,0,1800
20250603T1030,30143,19,1050,649,101,0,0,1800
20250603T1030,30157,13,750,986,64,0,0,1800
20250603T1030,30201,10,561,1130,109,0,0,1800
20250603T1030,30215,9,459,1274,67,0,0,1800
20250603T1100,30128,24,1814,0,73,0,0,1800
20250603T1100,30143,21,1587,123,90,0,0,1800
20250603T1100,30157,15,1134,599,67,0,0,1800
20250603T1100,30201,11,632,1055,113,0,0,1800
20250603T1100,30215,9,517,1205,78,0,0,1800
20250603T1130,30128,23,1552,154,94,0,0,1800
20250603T1130,30143,20,1358,402,40,0,0,1800
20250603T1130,30157,14,970,767,63,0,0,1800
20250603T1130,30201,9,539,1150,111,0,0,1800
20250603T1130,30215,7,441,1277,82,0,0,1800
20250603T1200,30128,19,1270,443,87,0,0,1800
20250603T1200,30143,16,1111,588,101,0,0,1800
20250603T1200,30157,12,794,924,82,0,0,1800
20250603T1200,30201,8,691,1036,73,0,0,1800
20250603T1200,30215,7,566,1111,123,0,0,1800
20250603T1230,30128,14,910,773,117,0,0,1800
20250603T1230,30143,12,796,919,85,0,0,1800
20250603T1230,30157,8,568,1100,132,0,0,1800
20250603T1230,30201,7,488,1228,84,0,0,1800
20250603T1230,30215,6,399,1269,132,0,0,1800
20250603T1300,30128,18,1298,408,94,0,0,1800
20250603T1300,30143,16,1135,550,115,0,0,1800
20250603T1300,30157,12,811,897,92,0,0,1800
20250603T1300,30201,9,440,1261,99,0,0,1800
20250603T1300,30215,7,360,1340,100,0,0,1800
20250603T1330,30128,18,1355,355,90,0,0,1800
20250603T1330,30143,16,1186,555,59,0,0,1800
20250603T1330,30157,12,847,885,68,0,0,1800
20250603T1330,30201,10,634,1092,74,0,0,1800
20250603T1330,30215,8,518,1183,99,0,0,1800
20250603T1400,30128,21,1630,48,122,0,0,1800
20250603T1400,30143,19,1426,299,75,0,0,1800
20250603T1400,30157,13,1018,708,74,0,0,1800
20250603T1400,30201,13,1018,684,98,0,0,1800
20250603T1400,30215,10,832,851,117,0,0,1800
20250603T1430,30128,19,944,739,117,0,0,1800
20250603T1430,30143,17,826,868,106,0,0,1800
20250603T1430,30157,12,590,1110,100,0,0,1800
20250603T1430,30201,12,692,1017,91,0,0,1800
20250603T1430,30215,9,567,1168,65,0,0,1800
20250603T1500,30128,15,869,820,111,0,0,1800
20250603T1500,30143,13,761,945,94,0,0,1800
20250603T1500,30157,9,543,1170,87,0,0,1800
20250603T1500,30201,10,622,1074,104,0,0,1800
20250603T1500,30215,8,509,1197,94,0,0,1800
20250603T1530,30128,16,803,897,100,0,0,1800
20250603T1530,30143,14,702,1021,77,0,0,1800
20250603T1530,30157,10,502,1222,76,0,0,1800
20250603T1530,30201,11,494,1232,74,0,0,1800
20250603T1530,30215,9,404,1213,183,0,0,1800
20250603T1600,30128,15,976,727,97,0,0,1800
20250603T1600,30143,13,854,863,83,0,0,1800
20250603T1600,30157,9,610,1101,89,0,0,1800
20250603T1600,30201,9,590,1125,85,0,0,1800
20250603T1600,30215,7,482,1246,72,0,0,1800
20250603T1630,30128,10,579,1144,77,0,0,1800
20250603T1630,30143,8,506,1218,76,0,0,1800
20250603T1630,30157,6,362,1359,79,0,0,1800
20250603T1630,30201,8,338,1338,124,0,0,1800
20250603T1630,30215,7,276,1429,95,0,0,1800
20250603T1700,30128,8,468,1244,88,0,0,1800
20250603T1700,30143,7,409,1307,84,0,0,1800
20250603T1700,30157,5,292,1397,111,0,0,1800
20250603T1700,30201,6,383,1332,85,0,0,1800
20250603T1700,30215,4,314,1398,88,0,0,1800
20250603T1730,30128,4,208,1516,76,0,0,1800
20250603T1730,30143,4,182,1542,76,0,0,1800
20250603T1730,30157,2,130,1602,68,0,0,1800
20250603T1730,30201,4,226,1500,74,0,0,1800
20250603T1730,30215,3,184,1539,77,0,0,1800
