INTERVAL_START,split,logid,acdcalls,acdtime,holdtime,acwtime
20250619T0800,44,30128,8,520,66,215
20250619T0800,44,30143,7,455,58,188
20250619T0800,44,30157,5,325,42,134
20250619T0800,13,30201,6,313,30,136
20250619T0800,13,30215,4,256,25,111
20250619T0830,44,30128,15,817,112,299
20250619T0830,44,30143,13,715,98,261
20250619T0830,44,30157,10,510,70,187
20250619T0830,13,30201,10,536,114,230
20250619T0830,13,30215,9,438,93,188
20250619T0900,44,30128,18,1520,171,372
20250619T0900,44,30143,16,1330,150,326
20250619T0900,44,30157,11,950,107,233
20250619T0900,13,30201,12,761,80,185
20250619T0900,13,30215,9,623,65,152
20250619T0930,44,30128,22,1336,8,471
20250619T0930,44,30143,19,1169,7,412
20250619T0930,44,30157,14,835,5,294
20250619T0930,13,30201,13,1082,85,348
20250619T0930,13,30215,10,886,69,285
20250619T1000,44,30128,21,1159,304,480
20250619T1000,44,30143,19,1014,266,420
20250619T1000,44,30157,13,724,190,300
20250619T1000,13,30201,14,856,98,411
20250619T1000,13,30215,11,700,81,336
20250619T1030,44,30128,24,1081,176,534
20250619T1030,44,30143,21,946,154,468
20250619T1030,44,30157,15,676,110,334
20250619T1030,13,30201,11,530,74,282
20250619T1030,13,30215,9,434,60,231
20250619T1100,44,30128,23,1509,199,746
20250619T1100,44,30143,20,1321,174,652
20250619T1100,44,30157,14,943,124,466
20250619T1100,13,30201,10,727,75,276
20250619T1100,13,30215,8,595,62,226
20250619T1130,44,30128,22,1627,116,708
20250619T1130,44,30143,19,1423,102,619
20250619T1130,44,30157,14,1017,73,442
20250619T1130,13,30201,10,540,64,211
20250619T1130,13,30215,8,441,53,173
20250619T1200,44,30128,16,1108,109,503
20250619T1200,44,30143,14,970,96,440
20250619T1200,44,30157,10,693,68,314
20250619T1200,13,30201,9,406,69,251
20250619T1200,13,30215,7,333,57,206
20250619T1230,44,30128,13,956,174,346
20250619T1230,44,30143,12,836,152,303
20250619T1230,44,30157,8,598,108,216
20250619T1230,13,30201,7,585,34,170
20250619T1230,13,30215,6,478,27,140
20250619T1300,44,30128,18,991,115,364
20250619T1300,44,30143,16,867,101,319
20250619T1300,44,30157,11,619,72,228
20250619T1300,13,30201,9,504,0,189
20250619T1300,13,30215,7,412,0,155
20250619T1330,44,30128,18,916,104,537
20250619T1330,44,30143,16,802,91,470
20250619T1330,44,30157,12,572,65,336
20250619T1330,13,30201,10,556,75,266
20250619T1330,13,30215,9,455,62,217
20250619T1400,44,30128,22,1255,177,417
20250619T1400,44,30143,20,1098,155,365
20250619T1400,44,30157,14,784,111,261
20250619T1400,13,30201,13,644,146,199
20250619T1400,13,30215,10,526,119,163
20250619T1430,44,30128,22,1505,185,585
20250619T1430,44,30143,19,1317,162,512
20250619T1430,44,30157,14,940,116,366
20250619T1430,13,30201,13,871,89,292
20250619T1430,13,30215,11,713,72,238
20250619T1500,44,30128,16,716,72,410
20250619T1500,44,30143,14,626,63,359
20250619T1500,44,30157,10,448,45,256
20250619T1500,13,30201,12,691,123,252
20250619T1500,13,30215,9,565,100,207
20250619T1530,44,30128,16,1073,90,334
20250619T1530,44,30143,14,939,79,292
20250619T1530,44,30157,10,671,56,208
20250619T1530,13,30201,12,749,14,177
20250619T1530,13,30215,9,612,11,145
20250619T1600,44,30128,14,667,118,296
20250619T1600,44,30143,12,584,103,259
20250619T1600,44,30157,9,417,74,185
20250619T1600,13,30201,8,471,96,152
20250619T1600,13,30215,6,385,78,124
20250619T1630,44,30128,9,633,60,231
20250619T1630,44,30143,8,554,52,202
20250619T1630,44,30157,6,396,37,144
20250619T1630,13,30201,9,507,65,222
20250619T1630,13,30215,7,414,53,181
20250619T1700,44,30128,9,644,92,244
20250619T1700,44,30143,8,563,80,214
20250619T1700,44,30157,6,402,58,152
20250619T1700,13,30201,7,402,89,138
20250619T1700,13,30215,5,328,72,113
20250619T1730,44,30128,4,222,19,118
20250619T1730,44,30143,4,194,17,104
20250619T1730,44,30157,2,138,12,74
20250619T1730,13,30201,4,168,41,93
20250619T1730,13,30215,3,137,34,76
