INTERVAL_START,logid,da_acdcalls,da_acdtime,i_availtime,ti_auxtime,o_acdcalls,o_acdtime,i_stafftime
20250619T0800,30128,8,520,1191,89,0,0,1800
20250619T0800,30143,7,455,1266,79,0,0,1800
20250619T0800,30157,5,325,1390,85,0,0,1800
20250619T0800,30201,6,313,1395,92,0,0,1800
20250619T0800,30215,4,256,1421,123,0,0,1800
20250619T0830,30128,15,817,947,36,0,0,1800
20250619T0830,30143,13,715,963,122,0,0,1800
20250619T0830,30157,10,510,1213,77,0,0,1800
20250619T0830,30201,10,536,1188,76,0,0,1800
20250619T0830,30215,9,438,1280,82,0,0,1800
20250619T0900,30128,18,1520,180,100,0,0,1800
20250619T0900,30143,16,1330,386,84,0,0,1800
20250619T0900,30157,11,950,759,91,0,0,1800
20250619T0900,30201,12,761,933,106,0,0,1800
20250619T0900,30215,9,623,1061,116,0,0,1800
20250619T0930,30128,22,1336,373,91,0,0,1800
20250619T0930,30143,19,1169,539,92,0,0,1800
20250619T0930,30157,14,835,848,117,0,0,1800
20250619T0930,30201,13,1082,628,90,0,0,1800
20250619T0930,30215,10,886,850,64,0,0,1800
20250619T1000,30128,21,1159,532,109,0,0,1800
20250619T1000,30143,19,1014,685,101,0,0,1800
20250619T1000,30157,13,724,1005,71,0,0,1800
20250619T1000,30201,14,856,873,71,0,0,1800
20250619T1000,30215,11,700,1032,68,0,0,1800
20250619T1030,30128,24,1081,628,91,0,0,1800
20250619T1030,30143,21,946,765,89,0,0,1800
20250619T1030,30157,15,676,1083,41,0,0,1800
20250619T1030,30201,11,530,1214,56,0,0,1800
20250619T1030,30215,9,434,1277,89,0,0,1800
20250619T1100,30128,23,1509,206,85,0,0,1800
20250619T1100,30143,20,1321,399,80,0,0,1800
20250619T1100,30157,14,943,763,94,0,0,1800
20250619T1100,30201,10,727,962,111,0,0,1800
20250619T1100,30215,8,595,1084,121,0,0,1800
20250619T1130,30128,22,1627,72,101,0,0,1800
20250619T1130,30143,19,1423,295,82,0,0,1800
20250619T1130,30157,14,1017,701,82,0,0,1800
20250619T1130,30201,10,540,1171,89,0,0,1800
20250619T1130,30215,8,441,1289,70,0,0,1800
20250619T1200,30128,16,1108,616,76,0,0,1800
20250619T1200,30143,14,970,754,76,0,0,1800
20250619T1200,30157,10,693,1067,40,0,0,1800
20250619T1200,30201,9,406,1270,124,0,0,1800
20250619T1200,30215,7,333,1377,90,0,0,1800
20250619T1230,30128,13,956,727,117,0,0,1800
20250619T1230,30143,12,836,900,64,0,0,1800
20250619T1230,30157,8,598,1094,108,0,0,1800
20250619T1230,30201,7,585,1124,91,0,0,1800
20250619T1230,30215,6,478,1258,64,0,0,1800
20250619T1300,30128,18,991,691,118,0,0,1800
20250619T1300,30143,16,867,836,97,0,0,1800
20250619T1300,30157,11,619,1090,91,0,0,1800
20250619T1300,30201,9,504,1159,137,0,0,1800
20250619T1300,30215,7,412,1321,67,0,0,1800
20250619T1330,30128,18,916,769,115,0,0,1800
20250619T1330,30143,16,802,921,77,0,0,1800
20250619T1330,30157,12,572,1127,101,0,0,1800
20250619T1330,30201,10,556,1135,109,0,0,1800
20250619T1330,30215,9,455,1224,121,0,0,1800
20250619T1400,30128,22,1255,436,109,0,0,1800
20250619T1400,30143,20,1098,636,66,0,0,1800
20250619T1400,30157,14,784,932,84,0,0,1800
20250619T1400,30201,13,644,1042,114,0,0,1800
20250619T1400,30215,10,526,1211,63,0,0,1800
20250619T1430,30128,22,1505,197,98,0,0,1800
20250619T1430,30143,19,1317,420,63,0,0,1800
20250619T1430,30157,14,940,750,110,0,0,1800
20250619T1430,30201,13,871,829,100,0,0,1800
20250619T1430,30215,11,713,984,103,0,0,1800
20250619T1500,30128,16,716,973,111,0,0,1800
20250619T1500,30143,14,626,1072,102,0,0,1800
20250619T1500,30157,10,448,1300,52,0,0,1800
20250619T1500,30201,12,691,1035,74,0,0,1800
20250619T1500,30215,9,565,1173,62,0,0,1800
20250619T1530,30128,16,1073,641,86,0,0,1800
20250619T1530,30143,14,939,753,108,0,0,1800
20250619T1530,30157,10,671,1042,87,0,0,1800
20250619T1530,30201,12,749,974,77,0,0,1800
20250619T1530,30215,9,612,1094,94,0,0,1800
20250619T1600,30128,14,667,1053,80,0,0,1800
20250619T1600,30143,12,584,1111,105,0,0,1800
20250619T1600,30157,9,417,1304,79,0,0,1800
20250619T1600,30201,8,471,1240,89,0,0,1800
20250619T1600,30215,6,385,1323,92,0,0,1800
20250619T1630,30128,9,633,1085,82,0,0,1800
20250619T1630,30143,8,554,1134,112,0,0,1800
20250619T1630,30157,6,396,1350,54,0,0,1800
20250619T1630,30201,9,507,1169,124,0,0,1800
20250619T1630,30215,7,414,1273,113,0,0,1800
20250619T1700,30128,9,644,1062,94,0,0,1800
20250619T1700,30143,8,563,1126,111,0,0,1800
20250619T1700,30157,6,402,1346,52,0,0,1800
20250619T1700,30201,7,402,1303,95,0,0,1800
20250619T1700,30215,5,328,1401,71,0,0,1800
20250619T1730,30128,4,222,1488,90,0,0,1800
20250619T1730,30143,4,194,1532,74,0,0,1800
20250619T1730,30157,2,138,1569,93,0,0,1800
20250619T1730,30201,4,168,1582,50,0,0,1800
20250619T1730,30215,3,137,1569,94,0,0,1800
